report_day,report_time,OBCC,wind_dir,wind_speed_mps,wind_gust_mps,visibility_m,temp_c,dewpoint_c,pressure_hpa,source_file
05-13,21:30,ZGGG,70.0,2.0,0.0,9999.0,25.0,22.0,1012.0,weather_caac_report_20250513.csv
05-13,22:00,ZGGG,70.0,3.0,0.0,9999.0,25.0,22.0,1013.0,weather_caac_report_20250513.csv
05-13,22:30,ZGGG,80.0,3.0,0.0,9999.0,25.0,21.0,1013.0,weather_caac_report_20250513.csv
05-13,23:00,ZGGG,70.0,3.0,0.0,9999.0,25.0,21.0,1013.0,weather_caac_report_20250513.csv
05-13,23:30,ZGGG,60.0,2.0,0.0,9999.0,26.0,22.0,1013.0,weather_caac_report_20250513.csv
05-13,00:00,ZGGG,70.0,3.0,0.0,9999.0,23.0,16.0,1014.0,weather_caac_report_20250513_2.csv
05-13,00:30,ZGGG,70.0,2.0,0.0,9999.0,24.0,16.0,1014.0,weather_caac_report_20250513_2.csv
05-13,01:00,ZGGG,80.0,2.0,0.0,9999.0,25.0,17.0,1014.0,weather_caac_report_20250513_2.csv
05-13,01:30,ZGGG,70.0,2.0,0.0,9999.0,26.0,17.0,1014.0,weather_caac_report_20250513_2.csv
05-13,02:00,ZGGG,-1.0,1.0,0.0,9999.0,26.0,16.0,1014.0,weather_caac_report_20250513_2.csv
05-13,02:30,ZGGG,-1.0,1.0,0.0,9999.0,27.0,17.0,1014.0,weather_caac_report_20250513_2.csv
05-13,03:00,ZGGG,-1.0,1.0,0.0,9999.0,28.0,16.0,1014.0,weather_caac_report_20250513_2.csv
05-13,03:30,ZGGG,-1.0,1.0,0.0,9999.0,29.0,18.0,1014.0,weather_caac_report_20250513_2.csv
05-13,04:00,ZGGG,-1.0,1.0,0.0,9999.0,29.0,18.0,1013.0,weather_caac_report_20250513_2.csv
05-13,04:30,ZGGG,160.0,3.0,0.0,9999.0,30.0,18.0,1013.0,weather_caac_report_20250513_2.csv
05-13,05:00,ZGGG,140.0,2.0,0.0,9999.0,30.0,17.0,1013.0,weather_caac_report_20250513_2.csv
05-13,05:30,ZGGG,140.0,2.0,0.0,9999.0,31.0,18.0,1012.0,weather_caac_report_20250513_2.csv
05-13,06:00,ZGGG,180.0,2.0,0.0,9999.0,32.0,19.0,1012.0,weather_caac_report_20250513_2.csv
05-13,06:30,ZGGG,170.0,3.0,0.0,9999.0,31.0,18.0,1011.0,weather_caac_report_20250513_2.csv
05-13,07:00,ZGGG,190.0,3.0,0.0,9999.0,32.0,17.0,1011.0,weather_caac_report_20250513_2.csv
05-13,07:30,ZGGG,150.0,2.0,0.0,9999.0,32.0,18.0,1011.0,weather_caac_report_20250513_2.csv
05-13,08:00,ZGGG,150.0,4.0,0.0,9999.0,32.0,18.0,1010.0,weather_caac_report_20250513_2.csv
05-13,08:30,ZGGG,170.0,4.0,0.0,9999.0,32.0,19.0,1010.0,weather_caac_report_20250513_2.csv
05-13,09:00,ZGGG,170.0,4.0,0.0,9999.0,31.0,19.0,1010.0,weather_caac_report_20250513_2.csv
05-13,09:30,ZGGG,170.0,3.0,0.0,9999.0,31.0,19.0,1010.0,weather_caac_report_20250513_2.csv
05-13,10:00,ZGGG,140.0,4.0,0.0,9999.0,30.0,19.0,1009.0,weather_caac_report_20250513_2.csv
05-13,10:30,ZGGG,130.0,4.0,0.0,9999.0,30.0,20.0,1009.0,weather_caac_report_20250513_2.csv
05-13,11:00,ZGGG,140.0,4.0,0.0,9999.0,29.0,20.0,1010.0,weather_caac_report_20250513_2.csv
05-13,11:30,ZGGG,140.0,4.0,0.0,9999.0,28.0,21.0,1010.0,weather_caac_report_20250513_2.csv
05-13,12:00,ZGGG,160.0,3.0,0.0,9999.0,28.0,21.0,1010.0,weather_caac_report_20250513_2.csv
05-13,12:30,ZGGG,160.0,3.0,0.0,9999.0,28.0,21.0,1010.0,weather_caac_report_20250513_2.csv
05-13,13:00,ZGGG,150.0,3.0,0.0,9999.0,27.0,21.0,1011.0,weather_caac_report_20250513_2.csv
05-13,13:30,ZGGG,160.0,3.0,0.0,9999.0,27.0,21.0,1011.0,weather_caac_report_20250513_2.csv
05-13,14:00,ZGGG,160.0,4.0,0.0,9999.0,27.0,22.0,1011.0,weather_caac_report_20250513_2.csv
05-13,14:30,ZGGG,160.0,4.0,0.0,9999.0,27.0,22.0,1012.0,weather_caac_report_20250513_2.csv
05-13,15:00,ZGGG,140.0,2.0,0.0,9999.0,26.0,22.0,1012.0,weather_caac_report_20250513_2.csv
05-13,15:30,ZGGG,150.0,2.0,0.0,9999.0,26.0,22.0,1012.0,weather_caac_report_20250513_2.csv
05-14,00:00,ZGGG,80.0,2.0,0.0,9999.0,27.0,22.0,1013.0,weather_caac_report_20250514.csv
05-14,00:30,ZGGG,-1.0,1.0,0.0,9999.0,27.0,22.0,1014.0,weather_caac_report_20250514.csv
05-14,01:00,ZGGG,-1.0,1.0,0.0,9999.0,29.0,22.0,1014.0,weather_caac_report_20250514.csv
05-14,01:30,ZGGG,120.0,2.0,0.0,9999.0,29.0,23.0,1014.0,weather_caac_report_20250514.csv
05-14,02:00,ZGGG,-1.0,1.0,0.0,9999.0,30.0,23.0,1014.0,weather_caac_report_20250514.csv
05-14,02:30,ZGGG,120.0,2.0,0.0,9999.0,29.0,22.0,1014.0,weather_caac_report_20250514.csv
05-14,03:00,ZGGG,140.0,2.0,0.0,9999.0,31.0,23.0,1014.0,weather_caac_report_20250514.csv
05-14,03:30,ZGGG,160.0,3.0,0.0,9999.0,31.0,22.0,1014.0,weather_caac_report_20250514.csv
05-14,04:00,ZGGG,170.0,2.0,0.0,9999.0,31.0,22.0,1013.0,weather_caac_report_20250514.csv
05-14,04:30,ZGGG,100.0,3.0,0.0,9999.0,32.0,23.0,1013.0,weather_caac_report_20250514.csv
05-14,05:00,ZGGG,-1.0,2.0,0.0,9999.0,33.0,22.0,1013.0,weather_caac_report_20250514.csv
05-14,05:30,ZGGG,-1.0,2.0,0.0,9999.0,32.0,23.0,1012.0,weather_caac_report_20250514.csv
05-14,06:00,ZGGG,160.0,3.0,0.0,9999.0,32.0,22.0,1012.0,weather_caac_report_20250514.csv
05-14,06:30,ZGGG,170.0,3.0,0.0,9999.0,34.0,22.0,1011.0,weather_caac_report_20250514.csv
05-14,07:00,ZGGG,180.0,3.0,0.0,9999.0,33.0,21.0,1011.0,weather_caac_report_20250514.csv
05-14,07:30,ZGGG,50.0,3.0,0.0,9999.0,31.0,23.0,1010.0,weather_caac_report_20250514.csv
05-14,08:00,ZGGG,60.0,4.0,0.0,9999.0,31.0,22.0,1010.0,weather_caac_report_20250514.csv
05-14,08:30,ZGGG,60.0,3.0,0.0,9999.0,31.0,23.0,1010.0,weather_caac_report_20250514.csv
05-14,09:00,ZGGG,50.0,4.0,0.0,9999.0,31.0,23.0,1010.0,weather_caac_report_20250514.csv
05-14,09:30,ZGGG,50.0,3.0,0.0,9999.0,31.0,23.0,1009.0,weather_caac_report_20250514.csv
05-14,10:00,ZGGG,60.0,3.0,0.0,9999.0,30.0,23.0,1010.0,weather_caac_report_20250514.csv
05-14,10:20,ZGGG,200.0,5.0,0.0,9999.0,30.0,24.0,1010.0,weather_caac_report_20250514.csv
05-14,10:30,ZGGG,210.0,4.0,0.0,7000.0,28.0,23.0,1010.0,weather_caac_report_20250514.csv
05-14,11:00,ZGGG,270.0,3.0,0.0,9000.0,27.0,25.0,1010.0,weather_caac_report_20250514.csv
05-14,11:30,ZGGG,210.0,2.0,0.0,9999.0,27.0,25.0,1010.0,weather_caac_report_20250514.csv
05-14,12:00,ZGGG,-1.0,1.0,0.0,9999.0,28.0,24.0,1011.0,weather_caac_report_20250514.csv
05-14,12:30,ZGGG,-1.0,1.0,0.0,9999.0,27.0,25.0,1011.0,weather_caac_report_20250514.csv
05-14,13:00,ZGGG,150.0,2.0,0.0,9999.0,28.0,24.0,1011.0,weather_caac_report_20250514.csv
05-14,13:30,ZGGG,-1.0,1.0,0.0,9999.0,27.0,25.0,1012.0,weather_caac_report_20250514.csv
05-14,14:00,ZGGG,-1.0,1.0,0.0,9999.0,27.0,24.0,1012.0,weather_caac_report_20250514.csv
05-14,14:30,ZGGG,120.0,2.0,0.0,9999.0,28.0,23.0,1012.0,weather_caac_report_20250514.csv
05-14,15:00,ZGGG,140.0,3.0,0.0,9999.0,28.0,23.0,1012.0,weather_caac_report_20250514.csv
05-14,15:30,ZGGG,160.0,2.0,0.0,9999.0,27.0,23.0,1012.0,weather_caac_report_20250514.csv
05-14,16:00,ZGGG,160.0,2.0,0.0,9999.0,27.0,23.0,1012.0,weather_caac_report_20250514.csv
05-14,16:30,ZGGG,160.0,2.0,0.0,9999.0,27.0,23.0,1012.0,weather_caac_report_20250514.csv
05-14,17:00,ZGGG,140.0,2.0,0.0,9999.0,27.0,23.0,1012.0,weather_caac_report_20250514.csv
05-14,17:30,ZGGG,130.0,2.0,0.0,9999.0,27.0,23.0,1012.0,weather_caac_report_20250514.csv
05-14,18:00,ZGGG,120.0,2.0,0.0,9999.0,26.0,23.0,1012.0,weather_caac_report_20250514.csv
05-14,18:30,ZGGG,130.0,2.0,0.0,9999.0,27.0,23.0,1012.0,weather_caac_report_20250514.csv
05-14,19:00,ZGGG,140.0,2.0,0.0,9999.0,27.0,23.0,1012.0,weather_caac_report_20250514.csv
05-14,19:30,ZGGG,130.0,2.0,0.0,9999.0,26.0,23.0,1012.0,weather_caac_report_20250514.csv
05-14,20:00,ZGGG,140.0,2.0,0.0,9999.0,27.0,23.0,1012.0,weather_caac_report_20250514.csv
05-14,20:30,ZGGG,130.0,2.0,0.0,9999.0,27.0,23.0,1012.0,weather_caac_report_20250514.csv
05-14,21:00,ZGGG,120.0,2.0,0.0,9999.0,26.0,23.0,1012.0,weather_caac_report_20250514.csv
05-14,21:30,ZGGG,110.0,2.0,0.0,9999.0,26.0,23.0,1012.0,weather_caac_report_20250514.csv
05-14,22:00,ZGGG,70.0,2.0,0.0,9999.0,26.0,24.0,1012.0,weather_caac_report_20250514.csv
05-14,22:30,ZGGG,70.0,2.0,0.0,9999.0,26.0,24.0,1012.0,weather_caac_report_20250514.csv
05-14,23:00,ZGGG,70.0,2.0,0.0,9999.0,27.0,24.0,1012.0,weather_caac_report_20250514.csv
05-14,23:30,ZGGG,-1.0,1.0,0.0,9999.0,27.0,24.0,1013.0,weather_caac_report_20250514.csv
05-15,00:00,ZGGG,-1.0,1.0,0.0,9999.0,28.0,24.0,1013.0,weather_caac_report_20250515.csv
05-15,00:30,ZGGG,130.0,2.0,0.0,9999.0,29.0,23.0,1013.0,weather_caac_report_20250515.csv
05-15,01:00,ZGGG,110.0,2.0,0.0,9999.0,30.0,23.0,1013.0,weather_caac_report_20250515.csv
05-15,01:30,ZGGG,-1.0,1.0,0.0,9999.0,30.0,23.0,1013.0,weather_caac_report_20250515.csv
05-15,02:00,ZGGG,170.0,3.0,0.0,9999.0,30.0,22.0,1013.0,weather_caac_report_20250515.csv
05-15,02:30,ZGGG,170.0,2.0,0.0,9999.0,30.0,23.0,1013.0,weather_caac_report_20250515.csv
05-15,03:00,ZGGG,140.0,2.0,0.0,9999.0,33.0,23.0,1013.0,weather_caac_report_20250515.csv
05-15,03:30,ZGGG,180.0,3.0,0.0,9999.0,32.0,23.0,1013.0,weather_caac_report_20250515.csv
05-15,04:00,ZGGG,160.0,3.0,0.0,9999.0,33.0,23.0,1012.0,weather_caac_report_20250515.csv
05-15,04:30,ZGGG,120.0,3.0,0.0,9999.0,34.0,23.0,1012.0,weather_caac_report_20250515.csv
05-15,05:00,ZGGG,160.0,3.0,0.0,9999.0,33.0,23.0,1011.0,weather_caac_report_20250515.csv
05-15,05:30,ZGGG,220.0,3.0,0.0,9999.0,32.0,22.0,1011.0,weather_caac_report_20250515.csv
05-15,06:00,ZGGG,-1.0,3.0,0.0,9999.0,33.0,22.0,1011.0,weather_caac_report_20250515.csv
05-15,06:30,ZGGG,160.0,2.0,0.0,9999.0,34.0,22.0,1010.0,weather_caac_report_20250515.csv
05-15,07:00,ZGGG,210.0,3.0,0.0,9999.0,32.0,23.0,1010.0,weather_caac_report_20250515.csv
05-15,07:30,ZGGG,180.0,2.0,0.0,9999.0,35.0,22.0,1009.0,weather_caac_report_20250515.csv
05-15,08:00,ZGGG,170.0,3.0,0.0,9999.0,34.0,22.0,1009.0,weather_caac_report_20250515.csv
05-15,08:30,ZGGG,140.0,4.0,0.0,9999.0,34.0,21.0,1009.0,weather_caac_report_20250515.csv
05-15,09:00,ZGGG,130.0,4.0,0.0,9999.0,34.0,21.0,1009.0,weather_caac_report_20250515.csv
05-15,09:30,ZGGG,120.0,4.0,0.0,9999.0,34.0,21.0,1008.0,weather_caac_report_20250515.csv
05-15,10:00,ZGGG,150.0,4.0,0.0,9999.0,33.0,20.0,1009.0,weather_caac_report_20250515.csv
05-15,10:30,ZGGG,130.0,3.0,0.0,9999.0,32.0,20.0,1009.0,weather_caac_report_20250515.csv
05-15,11:00,ZGGG,130.0,4.0,0.0,9999.0,31.0,20.0,1009.0,weather_caac_report_20250515.csv
05-15,11:30,ZGGG,130.0,4.0,0.0,9999.0,31.0,21.0,1010.0,weather_caac_report_20250515.csv
05-15,12:00,ZGGG,130.0,4.0,0.0,9999.0,31.0,21.0,1010.0,weather_caac_report_20250515.csv
05-15,12:30,ZGGG,130.0,4.0,0.0,9999.0,30.0,22.0,1010.0,weather_caac_report_20250515.csv
05-15,13:00,ZGGG,150.0,5.0,0.0,9999.0,30.0,21.0,1011.0,weather_caac_report_20250515.csv
05-15,13:30,ZGGG,160.0,5.0,0.0,9999.0,30.0,22.0,1011.0,weather_caac_report_20250515.csv
05-15,14:00,ZGGG,160.0,5.0,0.0,9999.0,30.0,22.0,1011.0,weather_caac_report_20250515.csv
05-15,14:30,ZGGG,160.0,6.0,0.0,9999.0,29.0,22.0,1011.0,weather_caac_report_20250515.csv
05-15,15:00,ZGGG,160.0,5.0,0.0,9999.0,29.0,22.0,1012.0,weather_caac_report_20250515.csv
05-15,15:30,ZGGG,160.0,5.0,0.0,9999.0,29.0,22.0,1012.0,weather_caac_report_20250515.csv
05-15,16:00,ZGGG,160.0,4.0,0.0,9999.0,28.0,22.0,1012.0,weather_caac_report_20250515.csv
05-15,16:30,ZGGG,150.0,3.0,0.0,9999.0,28.0,22.0,1012.0,weather_caac_report_20250515.csv
05-15,17:00,ZGGG,170.0,5.0,0.0,9999.0,28.0,22.0,1012.0,weather_caac_report_20250515.csv
05-15,17:30,ZGGG,160.0,4.0,0.0,9999.0,28.0,23.0,1011.0,weather_caac_report_20250515.csv
05-15,18:00,ZGGG,170.0,2.0,0.0,9999.0,27.0,23.0,1011.0,weather_caac_report_20250515.csv
05-15,18:30,ZGGG,170.0,3.0,0.0,9999.0,27.0,23.0,1011.0,weather_caac_report_20250515.csv
05-15,19:00,ZGGG,160.0,3.0,0.0,9999.0,27.0,23.0,1011.0,weather_caac_report_20250515.csv
05-15,19:30,ZGGG,170.0,3.0,0.0,9999.0,27.0,23.0,1011.0,weather_caac_report_20250515.csv
05-15,20:00,ZGGG,150.0,2.0,0.0,9999.0,27.0,23.0,1011.0,weather_caac_report_20250515.csv
05-15,20:30,ZGGG,150.0,3.0,0.0,9999.0,27.0,23.0,1010.0,weather_caac_report_20250515.csv
05-15,21:00,ZGGG,120.0,2.0,0.0,9999.0,27.0,23.0,1010.0,weather_caac_report_20250515.csv
05-15,21:30,ZGGG,120.0,3.0,0.0,9999.0,27.0,23.0,1010.0,weather_caac_report_20250515.csv
05-15,22:00,ZGGG,130.0,3.0,0.0,9999.0,27.0,23.0,1011.0,weather_caac_report_20250515.csv
05-15,22:30,ZGGG,110.0,2.0,0.0,9999.0,27.0,23.0,1011.0,weather_caac_report_20250515.csv
05-15,23:00,ZGGG,110.0,2.0,0.0,9999.0,27.0,23.0,1011.0,weather_caac_report_20250515.csv
05-15,23:30,ZGGG,130.0,2.0,0.0,9999.0,28.0,23.0,1011.0,weather_caac_report_20250515.csv
05-16,00:00,ZGGG,120.0,2.0,0.0,9999.0,28.0,24.0,1012.0,weather_caac_report_20250516.csv
05-16,00:30,ZGGG,160.0,4.0,0.0,9999.0,29.0,23.0,1012.0,weather_caac_report_20250516.csv
05-16,01:00,ZGGG,140.0,3.0,0.0,9999.0,29.0,23.0,1012.0,weather_caac_report_20250516.csv
05-16,01:30,ZGGG,140.0,4.0,0.0,9999.0,30.0,23.0,1012.0,weather_caac_report_20250516.csv
05-16,02:00,ZGGG,130.0,3.0,0.0,9999.0,30.0,24.0,1012.0,weather_caac_report_20250516.csv
05-16,02:30,ZGGG,150.0,3.0,0.0,9999.0,30.0,23.0,1012.0,weather_caac_report_20250516.csv
05-16,02:44,ZGGG,140.0,3.0,0.0,9999.0,30.0,23.0,1012.0,weather_caac_report_20250516.csv
05-16,03:00,ZGGG,170.0,4.0,0.0,9999.0,30.0,23.0,1012.0,weather_caac_report_20250516.csv
05-16,03:30,ZGGG,130.0,3.0,0.0,9999.0,32.0,24.0,1011.0,weather_caac_report_20250516.csv
05-16,04:00,ZGGG,120.0,3.0,0.0,9999.0,32.0,23.0,1011.0,weather_caac_report_20250516.csv
05-16,04:30,ZGGG,140.0,2.0,0.0,9999.0,31.0,23.0,1011.0,weather_caac_report_20250516.csv
05-16,05:00,ZGGG,200.0,2.0,0.0,9999.0,29.0,24.0,1010.0,weather_caac_report_20250516.csv
05-16,05:30,ZGGG,170.0,2.0,0.0,9999.0,31.0,24.0,1010.0,weather_caac_report_20250516.csv
05-16,05:43,ZGGG,220.0,8.0,0.0,9999.0,29.0,22.0,1011.0,weather_caac_report_20250516.csv
05-16,05:48,ZGGG,220.0,7.0,12.0,2000.0,26.0,23.0,1011.0,weather_caac_report_20250516.csv
05-16,06:00,ZGGG,200.0,7.0,0.0,7000.0,25.0,24.0,1010.0,weather_caac_report_20250516.csv
05-16,06:18,ZGGG,220.0,4.0,0.0,8000.0,25.0,25.0,1010.0,weather_caac_report_20250516.csv
05-16,06:30,ZGGG,220.0,3.0,0.0,8000.0,25.0,25.0,1010.0,weather_caac_report_20250516.csv
05-16,07:00,ZGGG,260.0,2.0,0.0,8000.0,25.0,25.0,1010.0,weather_caac_report_20250516.csv
05-16,07:30,ZGGG,-1.0,1.0,0.0,9999.0,25.0,25.0,1009.0,weather_caac_report_20250516.csv
05-16,07:44,ZGGG,0.0,0.0,0.0,9999.0,25.0,25.0,1009.0,weather_caac_report_20250516.csv
05-16,08:00,ZGGG,0.0,0.0,0.0,9999.0,26.0,25.0,1009.0,weather_caac_report_20250516.csv
05-16,08:15,ZGGG,0.0,0.0,0.0,9999.0,26.0,25.0,1009.0,weather_caac_report_20250516.csv
05-16,08:30,ZGGG,0.0,0.0,0.0,9999.0,26.0,25.0,1009.0,weather_caac_report_20250516.csv
05-16,09:00,ZGGG,20.0,2.0,0.0,9999.0,26.0,25.0,1009.0,weather_caac_report_20250516.csv
05-16,09:30,ZGGG,-1.0,1.0,0.0,9999.0,26.0,25.0,1009.0,weather_caac_report_20250516.csv
05-16,10:00,ZGGG,-1.0,1.0,0.0,9999.0,26.0,25.0,1009.0,weather_caac_report_20250516.csv
05-16,10:30,ZGGG,70.0,2.0,0.0,9999.0,26.0,25.0,1009.0,weather_caac_report_20250516.csv
05-16,11:00,ZGGG,60.0,2.0,0.0,9999.0,26.0,25.0,1009.0,weather_caac_report_20250516.csv
05-16,11:30,ZGGG,40.0,2.0,0.0,9999.0,26.0,25.0,1009.0,weather_caac_report_20250516.csv
05-16,12:00,ZGGG,70.0,2.0,0.0,9999.0,26.0,25.0,1010.0,weather_caac_report_20250516.csv
05-16,12:30,ZGGG,60.0,2.0,0.0,9999.0,26.0,25.0,1010.0,weather_caac_report_20250516.csv
05-16,13:00,ZGGG,70.0,2.0,0.0,9999.0,26.0,25.0,1010.0,weather_caac_report_20250516.csv
05-16,13:30,ZGGG,80.0,2.0,0.0,9999.0,26.0,25.0,1010.0,weather_caac_report_20250516.csv
05-16,14:00,ZGGG,80.0,2.0,0.0,9999.0,26.0,25.0,1011.0,weather_caac_report_20250516.csv
05-16,14:30,ZGGG,80.0,2.0,0.0,9999.0,26.0,25.0,1011.0,weather_caac_report_20250516.csv
05-16,15:00,ZGGG,70.0,2.0,0.0,9999.0,26.0,25.0,1011.0,weather_caac_report_20250516.csv
05-16,15:30,ZGGG,80.0,3.0,0.0,9999.0,26.0,25.0,1011.0,weather_caac_report_20250516.csv
05-16,16:00,ZGGG,60.0,2.0,0.0,9999.0,26.0,25.0,1011.0,weather_caac_report_20250516.csv
05-16,16:30,ZGGG,60.0,2.0,0.0,9999.0,26.0,25.0,1010.0,weather_caac_report_20250516.csv
05-16,17:00,ZGGG,70.0,2.0,0.0,9999.0,26.0,25.0,1010.0,weather_caac_report_20250516.csv
05-16,17:30,ZGGG,-1.0,1.0,0.0,9999.0,26.0,25.0,1010.0,weather_caac_report_20250516.csv
05-16,18:00,ZGGG,80.0,2.0,0.0,9999.0,26.0,25.0,1010.0,weather_caac_report_20250516.csv
05-16,18:30,ZGGG,80.0,2.0,0.0,9999.0,26.0,25.0,1010.0,weather_caac_report_20250516.csv
05-16,19:00,ZGGG,100.0,2.0,0.0,9999.0,26.0,26.0,1010.0,weather_caac_report_20250516.csv
05-16,19:30,ZGGG,70.0,1.0,0.0,9999.0,26.0,25.0,1010.0,weather_caac_report_20250516.csv
05-16,20:00,ZGGG,80.0,2.0,0.0,9999.0,26.0,25.0,1009.0,weather_caac_report_20250516.csv
05-16,20:30,ZGGG,100.0,2.0,0.0,9999.0,26.0,26.0,1010.0,weather_caac_report_20250516.csv
05-16,21:00,ZGGG,-1.0,1.0,0.0,9999.0,26.0,26.0,1010.0,weather_caac_report_20250516.csv
05-16,21:30,ZGGG,-1.0,1.0,0.0,9999.0,26.0,26.0,1010.0,weather_caac_report_20250516.csv
05-16,22:00,ZGGG,120.0,2.0,0.0,9999.0,26.0,26.0,1010.0,weather_caac_report_20250516.csv
05-16,22:30,ZGGG,140.0,2.0,0.0,9999.0,26.0,25.0,1010.0,weather_caac_report_20250516.csv
05-16,23:00,ZGGG,120.0,2.0,0.0,9999.0,27.0,26.0,1010.0,weather_caac_report_20250516.csv
05-16,23:30,ZGGG,100.0,1.0,0.0,9999.0,27.0,25.0,1011.0,weather_caac_report_20250516.csv
05-17,00:00,ZGGG,100.0,2.0,0.0,9999.0,27.0,26.0,1011.0,weather_caac_report_20250517.csv
05-17,00:30,ZGGG,150.0,3.0,0.0,9999.0,28.0,26.0,1011.0,weather_caac_report_20250517.csv
05-17,01:00,ZGGG,160.0,4.0,0.0,9999.0,28.0,26.0,1011.0,weather_caac_report_20250517.csv
05-17,01:30,ZGGG,170.0,4.0,0.0,9999.0,28.0,25.0,1012.0,weather_caac_report_20250517.csv
05-17,02:00,ZGGG,180.0,4.0,0.0,9999.0,29.0,25.0,1012.0,weather_caac_report_20250517.csv
05-17,02:30,ZGGG,170.0,3.0,0.0,9999.0,28.0,25.0,1012.0,weather_caac_report_20250517.csv
05-17,03:00,ZGGG,180.0,2.0,0.0,9999.0,29.0,26.0,1011.0,weather_caac_report_20250517.csv
05-17,03:30,ZGGG,220.0,2.0,0.0,9999.0,30.0,25.0,1011.0,weather_caac_report_20250517.csv
05-17,04:00,ZGGG,-1.0,1.0,0.0,9999.0,30.0,25.0,1011.0,weather_caac_report_20250517.csv
05-17,04:30,ZGGG,100.0,3.0,0.0,9999.0,30.0,25.0,1011.0,weather_caac_report_20250517.csv
05-17,04:34,ZGGG,100.0,4.0,0.0,9999.0,29.0,25.0,1011.0,weather_caac_report_20250517.csv
05-17,04:36,ZGGG,100.0,4.0,0.0,9999.0,29.0,25.0,1011.0,weather_caac_report_20250517.csv
05-17,04:44,ZGGG,120.0,5.0,0.0,6000.0,27.0,26.0,1011.0,weather_caac_report_20250517.csv
05-17,05:00,ZGGG,90.0,3.0,0.0,5000.0,26.0,25.0,1011.0,weather_caac_report_20250517.csv
05-17,05:16,ZGGG,110.0,5.0,0.0,9999.0,26.0,25.0,1011.0,weather_caac_report_20250517.csv
05-17,05:30,ZGGG,120.0,4.0,0.0,9999.0,26.0,26.0,1011.0,weather_caac_report_20250517.csv
05-17,05:42,ZGGG,130.0,4.0,0.0,2000.0,26.0,26.0,1011.0,weather_caac_report_20250517.csv
05-17,06:00,ZGGG,-1.0,1.0,0.0,1000.0,24.0,24.0,1011.0,weather_caac_report_20250517.csv
05-17,06:23,ZGGG,90.0,2.0,0.0,6000.0,24.0,24.0,1010.0,weather_caac_report_20250517.csv
05-17,06:30,ZGGG,-1.0,1.0,0.0,6000.0,24.0,24.0,1010.0,weather_caac_report_20250517.csv
05-17,06:51,ZGGG,50.0,2.0,0.0,9000.0,25.0,25.0,1010.0,weather_caac_report_20250517.csv
05-17,07:00,ZGGG,30.0,2.0,0.0,9000.0,25.0,25.0,1010.0,weather_caac_report_20250517.csv
05-17,07:30,ZGGG,50.0,3.0,0.0,9999.0,25.0,25.0,1009.0,weather_caac_report_20250517.csv
05-17,08:00,ZGGG,40.0,2.0,0.0,9999.0,26.0,25.0,1010.0,weather_caac_report_20250517.csv
05-17,08:30,ZGGG,20.0,2.0,0.0,9999.0,26.0,25.0,1009.0,weather_caac_report_20250517.csv
05-17,09:00,ZGGG,20.0,2.0,0.0,9999.0,25.0,25.0,1009.0,weather_caac_report_20250517.csv
05-17,09:30,ZGGG,-1.0,1.0,0.0,9999.0,25.0,25.0,1009.0,weather_caac_report_20250517.csv
05-17,10:00,ZGGG,-1.0,1.0,0.0,9999.0,25.0,25.0,1009.0,weather_caac_report_20250517.csv
05-17,10:30,ZGGG,350.0,2.0,0.0,9999.0,25.0,25.0,1009.0,weather_caac_report_20250517.csv
05-17,11:00,ZGGG,-1.0,1.0,0.0,9999.0,26.0,25.0,1009.0,weather_caac_report_20250517.csv
05-17,11:30,ZGGG,90.0,1.0,0.0,9999.0,25.0,25.0,1009.0,weather_caac_report_20250517.csv
05-17,12:00,ZGGG,70.0,1.0,0.0,9999.0,25.0,25.0,1009.0,weather_caac_report_20250517.csv
05-17,12:30,ZGGG,60.0,2.0,0.0,9999.0,25.0,25.0,1010.0,weather_caac_report_20250517.csv
05-17,13:00,ZGGG,70.0,3.0,0.0,9999.0,25.0,25.0,1010.0,weather_caac_report_20250517.csv
05-17,13:30,ZGGG,80.0,2.0,0.0,9999.0,25.0,25.0,1010.0,weather_caac_report_20250517.csv
05-17,14:00,ZGGG,60.0,2.0,0.0,9999.0,25.0,25.0,1011.0,weather_caac_report_20250517.csv
05-17,14:30,ZGGG,60.0,2.0,0.0,9999.0,25.0,25.0,1011.0,weather_caac_report_20250517.csv
05-17,15:00,ZGGG,70.0,2.0,0.0,9999.0,25.0,25.0,1011.0,weather_caac_report_20250517.csv
05-17,15:30,ZGGG,50.0,2.0,0.0,9999.0,25.0,25.0,1011.0,weather_caac_report_20250517.csv
05-17,16:00,ZGGG,40.0,2.0,0.0,9999.0,25.0,25.0,1011.0,weather_caac_report_20250517.csv
05-17,16:30,ZGGG,50.0,2.0,0.0,9999.0,25.0,25.0,1011.0,weather_caac_report_20250517.csv
05-17,17:00,ZGGG,60.0,2.0,0.0,9999.0,25.0,25.0,1010.0,weather_caac_report_20250517.csv
05-17,17:30,ZGGG,120.0,2.0,0.0,9999.0,25.0,25.0,1011.0,weather_caac_report_20250517.csv
05-17,17:35,ZGGG,140.0,3.0,0.0,7000.0,25.0,25.0,1011.0,weather_caac_report_20250517.csv
05-17,17:42,ZGGG,160.0,5.0,0.0,5000.0,25.0,24.0,1011.0,weather_caac_report_20250517.csv
05-17,18:00,ZGGG,180.0,4.0,0.0,5000.0,24.0,24.0,1011.0,weather_caac_report_20250517.csv
