report_day,report_time,OBCC,wind_dir,wind_speed_mps,wind_gust_mps,visibility_m,temp_c,dewpoint_c,pressure_hpa,source_file
05-17,18:30,ZGGG,140.0,3.0,0.0,8000.0,24.0,24.0,1010.0,weather_caac_report_20250517.csv
05-17,18:51,ZGGG,150.0,2.0,0.0,9999.0,24.0,24.0,1010.0,weather_caac_report_20250517.csv
05-17,19:00,ZGGG,-1.0,1.0,0.0,9999.0,24.0,24.0,1010.0,weather_caac_report_20250517.csv
05-17,19:30,ZGGG,70.0,2.0,0.0,9999.0,25.0,25.0,1010.0,weather_caac_report_20250517.csv
05-17,20:00,ZGGG,50.0,2.0,0.0,9999.0,24.0,24.0,1010.0,weather_caac_report_20250517.csv
05-17,20:30,ZGGG,80.0,2.0,0.0,9999.0,24.0,24.0,1009.0,weather_caac_report_20250517.csv
05-17,21:00,ZGGG,60.0,2.0,0.0,9999.0,25.0,24.0,1009.0,weather_caac_report_20250517.csv
05-17,21:30,ZGGG,70.0,2.0,0.0,9999.0,25.0,24.0,1009.0,weather_caac_report_20250517.csv
05-17,22:00,ZGGG,70.0,3.0,0.0,9999.0,25.0,24.0,1010.0,weather_caac_report_20250517.csv
05-17,22:30,ZGGG,80.0,3.0,0.0,9999.0,25.0,25.0,1010.0,weather_caac_report_20250517.csv
05-17,23:00,ZGGG,-1.0,1.0,0.0,9999.0,25.0,25.0,1010.0,weather_caac_report_20250517.csv
05-17,23:30,ZGGG,50.0,1.0,0.0,9999.0,25.0,25.0,1010.0,weather_caac_report_20250517.csv
05-18,00:00,ZGGG,60.0,2.0,0.0,9999.0,25.0,25.0,1011.0,weather_caac_report_20250518.csv
05-18,00:30,ZGGG,40.0,2.0,0.0,9999.0,26.0,25.0,1011.0,weather_caac_report_20250518.csv
05-18,01:00,ZGGG,-1.0,1.0,0.0,9999.0,26.0,26.0,1011.0,weather_caac_report_20250518.csv
05-18,01:30,ZGGG,-1.0,1.0,0.0,9999.0,27.0,26.0,1011.0,weather_caac_report_20250518.csv
05-18,02:00,ZGGG,-1.0,1.0,0.0,9999.0,28.0,26.0,1012.0,weather_caac_report_20250518.csv
05-18,02:30,ZGGG,150.0,2.0,0.0,9999.0,30.0,27.0,1011.0,weather_caac_report_20250518.csv
05-18,03:00,ZGGG,180.0,4.0,0.0,9999.0,30.0,26.0,1011.0,weather_caac_report_20250518.csv
05-18,03:30,ZGGG,180.0,3.0,0.0,9999.0,30.0,26.0,1011.0,weather_caac_report_20250518.csv
05-18,04:00,ZGGG,200.0,3.0,0.0,9999.0,30.0,25.0,1010.0,weather_caac_report_20250518.csv
05-18,04:04,ZGGG,190.0,3.0,0.0,9999.0,30.0,25.0,1010.0,weather_caac_report_20250518.csv
05-18,04:30,ZGGG,250.0,3.0,0.0,9999.0,30.0,26.0,1010.0,weather_caac_report_20250518.csv
05-18,05:00,ZGGG,260.0,3.0,0.0,9999.0,31.0,27.0,1009.0,weather_caac_report_20250518.csv
05-18,05:30,ZGGG,200.0,3.0,0.0,9999.0,31.0,25.0,1009.0,weather_caac_report_20250518.csv
05-18,05:47,ZGGG,180.0,8.0,0.0,8000.0,28.0,24.0,1009.0,weather_caac_report_20250518.csv
05-18,06:00,ZGGG,150.0,5.0,10.0,6000.0,27.0,24.0,1008.0,weather_caac_report_20250518.csv
05-18,06:17,ZGGG,-1.0,2.0,0.0,8000.0,27.0,25.0,1008.0,weather_caac_report_20250518.csv
05-18,06:30,ZGGG,150.0,3.0,0.0,8000.0,28.0,25.0,1009.0,weather_caac_report_20250518.csv
05-18,06:33,ZGGG,160.0,5.0,0.0,6000.0,27.0,26.0,1009.0,weather_caac_report_20250518.csv
05-18,06:55,ZGGG,140.0,5.0,0.0,9999.0,27.0,26.0,1008.0,weather_caac_report_20250518.csv
05-18,07:00,ZGGG,140.0,4.0,0.0,9999.0,28.0,26.0,1008.0,weather_caac_report_20250518.csv
05-18,07:12,ZGGG,160.0,5.0,0.0,9999.0,28.0,25.0,1008.0,weather_caac_report_20250518.csv
05-18,07:30,ZGGG,220.0,3.0,0.0,6000.0,27.0,24.0,1009.0,weather_caac_report_20250518.csv
05-18,08:00,ZGGG,30.0,4.0,0.0,9999.0,27.0,25.0,1009.0,weather_caac_report_20250518.csv
05-18,08:30,ZGGG,50.0,3.0,0.0,9999.0,27.0,25.0,1009.0,weather_caac_report_20250518.csv
05-18,08:42,ZGGG,20.0,3.0,0.0,9999.0,26.0,25.0,1009.0,weather_caac_report_20250518.csv
05-18,09:00,ZGGG,40.0,4.0,0.0,6000.0,26.0,26.0,1009.0,weather_caac_report_20250518.csv
05-18,09:03,ZGGG,40.0,3.0,0.0,4000.0,26.0,25.0,1009.0,weather_caac_report_20250518.csv
05-18,09:30,ZGGG,50.0,3.0,0.0,8000.0,25.0,25.0,1009.0,weather_caac_report_20250518.csv
05-18,09:44,ZGGG,60.0,4.0,0.0,9999.0,25.0,25.0,1009.0,weather_caac_report_20250518.csv
05-18,10:00,ZGGG,80.0,4.0,0.0,9999.0,25.0,25.0,1009.0,weather_caac_report_20250518.csv
05-18,10:30,ZGGG,30.0,3.0,0.0,9999.0,25.0,25.0,1009.0,weather_caac_report_20250518.csv
05-18,11:00,ZGGG,70.0,2.0,0.0,9999.0,25.0,25.0,1009.0,weather_caac_report_20250518.csv
05-18,11:30,ZGGG,-1.0,1.0,0.0,9999.0,25.0,25.0,1009.0,weather_caac_report_20250518.csv
05-18,11:48,ZGGG,70.0,2.0,0.0,9999.0,25.0,25.0,1009.0,weather_caac_report_20250518.csv
05-18,12:00,ZGGG,40.0,2.0,0.0,9999.0,25.0,25.0,1009.0,weather_caac_report_20250518.csv
05-18,12:30,ZGGG,60.0,2.0,0.0,9999.0,25.0,25.0,1009.0,weather_caac_report_20250518.csv
05-18,13:00,ZGGG,60.0,2.0,0.0,9999.0,25.0,25.0,1010.0,weather_caac_report_20250518.csv
05-18,13:30,ZGGG,30.0,2.0,0.0,9999.0,25.0,25.0,1010.0,weather_caac_report_20250518.csv
05-18,14:00,ZGGG,40.0,2.0,0.0,9999.0,25.0,25.0,1010.0,weather_caac_report_20250518.csv
05-18,14:30,ZGGG,50.0,2.0,0.0,9999.0,25.0,25.0,1011.0,weather_caac_report_20250518.csv
05-18,15:00,ZGGG,70.0,2.0,0.0,9999.0,25.0,25.0,1010.0,weather_caac_report_20250518.csv
05-18,15:30,ZGGG,80.0,2.0,0.0,9999.0,25.0,25.0,1010.0,weather_caac_report_20250518.csv
05-18,16:00,ZGGG,70.0,2.0,0.0,9999.0,25.0,25.0,1010.0,weather_caac_report_20250518.csv
05-18,16:30,ZGGG,80.0,2.0,0.0,9999.0,25.0,25.0,1009.0,weather_caac_report_20250518.csv
05-18,17:00,ZGGG,-1.0,1.0,0.0,9999.0,25.0,25.0,1009.0,weather_caac_report_20250518.csv
05-18,17:30,ZGGG,-1.0,1.0,0.0,9999.0,25.0,25.0,1009.0,weather_caac_report_20250518.csv
05-18,18:00,ZGGG,60.0,2.0,0.0,9999.0,25.0,25.0,1009.0,weather_caac_report_20250518.csv
05-18,18:30,ZGGG,50.0,2.0,0.0,9999.0,25.0,25.0,1009.0,weather_caac_report_20250518.csv
05-18,19:00,ZGGG,-1.0,1.0,0.0,9999.0,25.0,25.0,1009.0,weather_caac_report_20250518.csv
05-18,19:30,ZGGG,60.0,1.0,0.0,9999.0,25.0,25.0,1008.0,weather_caac_report_20250518.csv
05-18,20:00,ZGGG,70.0,2.0,0.0,9999.0,25.0,25.0,1008.0,weather_caac_report_20250518.csv
05-18,20:30,ZGGG,70.0,2.0,0.0,9999.0,25.0,25.0,1008.0,weather_caac_report_20250518.csv
05-18,21:00,ZGGG,60.0,2.0,0.0,9999.0,25.0,25.0,1008.0,weather_caac_report_20250518.csv
05-18,21:30,ZGGG,60.0,2.0,0.0,9999.0,25.0,25.0,1008.0,weather_caac_report_20250518.csv
05-18,22:00,ZGGG,50.0,2.0,0.0,7000.0,25.0,25.0,1008.0,weather_caac_report_20250518.csv
05-18,22:30,ZGGG,60.0,1.0,0.0,8000.0,25.0,25.0,1009.0,weather_caac_report_20250518.csv
05-18,23:00,ZGGG,60.0,2.0,0.0,8000.0,25.0,25.0,1009.0,weather_caac_report_20250518.csv
05-18,23:30,ZGGG,70.0,2.0,0.0,8000.0,25.0,25.0,1009.0,weather_caac_report_20250518.csv
05-19,00:00,ZGGG,80.0,2.0,0.0,8000.0,26.0,25.0,1009.0,weather_caac_report_20250519.csv
05-19,00:30,ZGGG,80.0,1.0,0.0,8000.0,26.0,26.0,1009.0,weather_caac_report_20250519.csv
05-19,01:00,ZGGG,-1.0,1.0,0.0,8000.0,28.0,26.0,1010.0,weather_caac_report_20250519.csv
05-19,01:30,ZGGG,-1.0,1.0,0.0,8000.0,27.0,26.0,1010.0,weather_caac_report_20250519.csv
05-19,02:00,ZGGG,-1.0,1.0,0.0,8000.0,28.0,26.0,1009.0,weather_caac_report_20250519.csv
05-19,02:30,ZGGG,-1.0,1.0,0.0,8000.0,30.0,26.0,1009.0,weather_caac_report_20250519.csv
05-19,03:00,ZGGG,-1.0,1.0,0.0,8000.0,30.0,26.0,1009.0,weather_caac_report_20250519.csv
05-19,03:30,ZGGG,230.0,2.0,0.0,9999.0,31.0,26.0,1009.0,weather_caac_report_20250519.csv
05-19,04:00,ZGGG,210.0,5.0,0.0,9999.0,32.0,25.0,1009.0,weather_caac_report_20250519.csv
05-19,04:30,ZGGG,210.0,5.0,0.0,9999.0,32.0,25.0,1008.0,weather_caac_report_20250519.csv
05-19,05:00,ZGGG,200.0,4.0,0.0,9999.0,32.0,25.0,1008.0,weather_caac_report_20250519.csv
05-19,05:30,ZGGG,200.0,5.0,0.0,9999.0,32.0,25.0,1008.0,weather_caac_report_20250519.csv
05-19,06:00,ZGGG,200.0,5.0,0.0,9999.0,32.0,24.0,1007.0,weather_caac_report_20250519.csv
05-19,06:30,ZGGG,200.0,6.0,0.0,9999.0,32.0,24.0,1007.0,weather_caac_report_20250519.csv
05-19,06:48,ZGGG,190.0,11.0,16.0,9999.0,29.0,23.0,1007.0,weather_caac_report_20250519.csv
05-19,07:00,ZGGG,190.0,9.0,14.0,9999.0,28.0,24.0,1007.0,weather_caac_report_20250519.csv
05-19,07:16,ZGGG,200.0,7.0,0.0,2000.0,27.0,24.0,1008.0,weather_caac_report_20250519.csv
05-19,07:30,ZGGG,220.0,4.0,0.0,8000.0,25.0,25.0,1007.0,weather_caac_report_20250519.csv
05-19,07:43,ZGGG,210.0,5.0,0.0,9999.0,25.0,25.0,1007.0,weather_caac_report_20250519.csv
05-19,08:00,ZGGG,190.0,4.0,0.0,9999.0,26.0,25.0,1007.0,weather_caac_report_20250519.csv
05-19,08:30,ZGGG,200.0,4.0,0.0,9999.0,26.0,25.0,1008.0,weather_caac_report_20250519.csv
05-19,09:00,ZGGG,140.0,2.0,0.0,9999.0,25.0,25.0,1007.0,weather_caac_report_20250519.csv
05-19,09:30,ZGGG,70.0,2.0,0.0,9999.0,25.0,25.0,1007.0,weather_caac_report_20250519.csv
05-19,10:00,ZGGG,50.0,3.0,0.0,9999.0,25.0,25.0,1007.0,weather_caac_report_20250519.csv
05-19,10:30,ZGGG,80.0,3.0,0.0,9999.0,25.0,25.0,1007.0,weather_caac_report_20250519.csv
05-19,11:00,ZGGG,60.0,3.0,0.0,9999.0,25.0,25.0,1008.0,weather_caac_report_20250519.csv
05-19,11:30,ZGGG,60.0,3.0,0.0,9999.0,25.0,25.0,1008.0,weather_caac_report_20250519.csv
05-19,12:00,ZGGG,80.0,3.0,0.0,9999.0,25.0,25.0,1008.0,weather_caac_report_20250519.csv
05-19,12:30,ZGGG,70.0,3.0,0.0,9999.0,25.0,25.0,1008.0,weather_caac_report_20250519.csv
05-19,13:00,ZGGG,80.0,2.0,0.0,9999.0,25.0,25.0,1008.0,weather_caac_report_20250519.csv
05-19,13:30,ZGGG,-1.0,1.0,0.0,9999.0,25.0,25.0,1008.0,weather_caac_report_20250519.csv
05-19,14:00,ZGGG,60.0,2.0,0.0,9999.0,25.0,25.0,1009.0,weather_caac_report_20250519.csv
05-19,14:30,ZGGG,60.0,2.0,0.0,9999.0,25.0,25.0,1009.0,weather_caac_report_20250519.csv
05-19,15:00,ZGGG,60.0,2.0,0.0,9999.0,25.0,24.0,1009.0,weather_caac_report_20250519.csv
05-19,15:30,ZGGG,70.0,2.0,0.0,9999.0,25.0,25.0,1009.0,weather_caac_report_20250519.csv
05-19,16:00,ZGGG,80.0,2.0,0.0,9999.0,25.0,25.0,1009.0,weather_caac_report_20250519.csv
05-19,16:30,ZGGG,-1.0,1.0,0.0,9999.0,25.0,25.0,1009.0,weather_caac_report_20250519.csv
05-19,17:00,ZGGG,-1.0,1.0,0.0,9999.0,25.0,25.0,1008.0,weather_caac_report_20250519.csv
05-19,17:30,ZGGG,50.0,1.0,0.0,9999.0,25.0,25.0,1008.0,weather_caac_report_20250519.csv
05-19,18:00,ZGGG,-1.0,1.0,0.0,9999.0,25.0,25.0,1008.0,weather_caac_report_20250519.csv
05-19,18:30,ZGGG,70.0,2.0,0.0,9999.0,25.0,25.0,1008.0,weather_caac_report_20250519.csv
05-19,19:00,ZGGG,70.0,2.0,0.0,9999.0,25.0,25.0,1008.0,weather_caac_report_20250519.csv
05-19,19:30,ZGGG,50.0,2.0,0.0,9999.0,25.0,25.0,1007.0,weather_caac_report_20250519.csv
05-19,20:00,ZGGG,-1.0,1.0,0.0,9999.0,25.0,25.0,1008.0,weather_caac_report_20250519.csv
05-19,20:30,ZGGG,-1.0,1.0,0.0,8000.0,25.0,25.0,1008.0,weather_caac_report_20250519.csv
05-19,21:00,ZGGG,40.0,2.0,0.0,8000.0,25.0,25.0,1008.0,weather_caac_report_20250519.csv
05-19,21:30,ZGGG,-1.0,1.0,0.0,8000.0,25.0,25.0,1008.0,weather_caac_report_20250519.csv
05-19,22:00,ZGGG,60.0,2.0,0.0,7000.0,25.0,25.0,1008.0,weather_caac_report_20250519.csv
05-19,22:30,ZGGG,60.0,2.0,0.0,7000.0,25.0,25.0,1008.0,weather_caac_report_20250519.csv
05-19,23:00,ZGGG,80.0,2.0,0.0,7000.0,26.0,25.0,1008.0,weather_caac_report_20250519.csv
05-19,23:30,ZGGG,-1.0,1.0,0.0,8000.0,26.0,26.0,1009.0,weather_caac_report_20250519.csv
05-20,00:00,ZGGG,120.0,1.0,0.0,8000.0,27.0,26.0,1009.0,weather_caac_report_20250520.csv
05-20,00:30,ZGGG,-1.0,1.0,0.0,8000.0,27.0,26.0,1009.0,weather_caac_report_20250520.csv
05-20,01:00,ZGGG,-1.0,1.0,0.0,8000.0,28.0,27.0,1009.0,weather_caac_report_20250520.csv
05-20,01:30,ZGGG,150.0,2.0,0.0,2500.0,28.0,26.0,1009.0,weather_caac_report_20250520.csv
05-20,01:45,ZGGG,170.0,5.0,0.0,8000.0,27.0,27.0,1009.0,weather_caac_report_20250520.csv
05-20,02:00,ZGGG,180.0,5.0,0.0,9999.0,28.0,25.0,1009.0,weather_caac_report_20250520.csv
05-20,02:30,ZGGG,180.0,4.0,0.0,9999.0,28.0,25.0,1009.0,weather_caac_report_20250520.csv
05-20,03:00,ZGGG,180.0,4.0,0.0,9999.0,30.0,27.0,1009.0,weather_caac_report_20250520.csv
05-20,03:30,ZGGG,210.0,4.0,0.0,9999.0,31.0,26.0,1009.0,weather_caac_report_20250520.csv
05-20,04:00,ZGGG,210.0,5.0,0.0,9999.0,31.0,25.0,1009.0,weather_caac_report_20250520.csv
05-20,04:30,ZGGG,190.0,4.0,0.0,9999.0,31.0,25.0,1008.0,weather_caac_report_20250520.csv
05-20,05:00,ZGGG,200.0,6.0,0.0,9999.0,31.0,25.0,1008.0,weather_caac_report_20250520.csv
05-20,05:30,ZGGG,170.0,6.0,0.0,9999.0,31.0,25.0,1008.0,weather_caac_report_20250520.csv
05-20,06:00,ZGGG,190.0,7.0,0.0,9999.0,31.0,25.0,1008.0,weather_caac_report_20250520.csv
05-20,06:30,ZGGG,180.0,5.0,0.0,9999.0,31.0,25.0,1008.0,weather_caac_report_20250520.csv
05-20,07:00,ZGGG,170.0,5.0,0.0,9999.0,32.0,25.0,1007.0,weather_caac_report_20250520.csv
05-20,07:30,ZGGG,170.0,5.0,0.0,9999.0,32.0,25.0,1007.0,weather_caac_report_20250520.csv
05-20,08:00,ZGGG,190.0,5.0,0.0,9999.0,31.0,25.0,1007.0,weather_caac_report_20250520.csv
05-20,08:30,ZGGG,170.0,4.0,0.0,9999.0,32.0,25.0,1007.0,weather_caac_report_20250520.csv
05-20,09:00,ZGGG,180.0,5.0,0.0,9999.0,31.0,25.0,1007.0,weather_caac_report_20250520.csv
05-20,09:30,ZGGG,170.0,4.0,0.0,9999.0,31.0,25.0,1007.0,weather_caac_report_20250520.csv
05-20,10:00,ZGGG,160.0,4.0,0.0,9999.0,31.0,25.0,1007.0,weather_caac_report_20250520.csv
05-20,10:30,ZGGG,140.0,3.0,0.0,9999.0,30.0,25.0,1007.0,weather_caac_report_20250520.csv
05-20,11:00,ZGGG,140.0,3.0,0.0,9999.0,30.0,25.0,1007.0,weather_caac_report_20250520.csv
05-20,11:30,ZGGG,120.0,3.0,0.0,9999.0,29.0,25.0,1007.0,weather_caac_report_20250520.csv
05-20,12:00,ZGGG,120.0,3.0,0.0,9999.0,29.0,26.0,1008.0,weather_caac_report_20250520.csv
05-20,12:30,ZGGG,130.0,3.0,0.0,9999.0,29.0,26.0,1008.0,weather_caac_report_20250520.csv
05-20,13:00,ZGGG,140.0,3.0,0.0,9999.0,29.0,26.0,1008.0,weather_caac_report_20250520.csv
05-20,13:30,ZGGG,150.0,4.0,0.0,9999.0,29.0,26.0,1008.0,weather_caac_report_20250520.csv
05-20,14:00,ZGGG,160.0,4.0,0.0,9999.0,29.0,26.0,1008.0,weather_caac_report_20250520.csv
05-20,14:30,ZGGG,160.0,4.0,0.0,9999.0,29.0,26.0,1009.0,weather_caac_report_20250520.csv
05-20,15:00,ZGGG,160.0,3.0,0.0,9999.0,28.0,26.0,1009.0,weather_caac_report_20250520.csv
05-20,15:30,ZGGG,160.0,3.0,0.0,9999.0,28.0,26.0,1009.0,weather_caac_report_20250520.csv
05-20,16:00,ZGGG,150.0,2.0,0.0,9999.0,28.0,26.0,1009.0,weather_caac_report_20250520.csv
05-20,16:30,ZGGG,-1.0,1.0,0.0,9999.0,28.0,26.0,1009.0,weather_caac_report_20250520.csv
05-20,17:00,ZGGG,140.0,2.0,0.0,9999.0,28.0,26.0,1009.0,weather_caac_report_20250520.csv
05-20,17:30,ZGGG,170.0,2.0,0.0,9999.0,28.0,25.0,1008.0,weather_caac_report_20250520.csv
05-20,18:00,ZGGG,170.0,2.0,0.0,9999.0,28.0,26.0,1008.0,weather_caac_report_20250520.csv
05-20,18:30,ZGGG,160.0,2.0,0.0,9999.0,28.0,26.0,1008.0,weather_caac_report_20250520.csv
05-20,19:00,ZGGG,180.0,2.0,0.0,9999.0,27.0,26.0,1008.0,weather_caac_report_20250520.csv
05-20,19:30,ZGGG,150.0,2.0,0.0,9999.0,27.0,26.0,1008.0,weather_caac_report_20250520.csv
05-20,20:00,ZGGG,130.0,3.0,0.0,9999.0,28.0,25.0,1008.0,weather_caac_report_20250520.csv
05-20,20:30,ZGGG,100.0,2.0,0.0,9999.0,27.0,26.0,1008.0,weather_caac_report_20250520.csv
05-20,21:00,ZGGG,120.0,3.0,0.0,9999.0,27.0,25.0,1008.0,weather_caac_report_20250520.csv
05-20,21:30,ZGGG,110.0,2.0,0.0,9999.0,27.0,25.0,1008.0,weather_caac_report_20250520.csv
05-20,22:00,ZGGG,110.0,2.0,0.0,9999.0,27.0,26.0,1009.0,weather_caac_report_20250520.csv
05-20,22:30,ZGGG,110.0,3.0,0.0,9999.0,27.0,26.0,1009.0,weather_caac_report_20250520.csv
05-20,23:00,ZGGG,120.0,3.0,0.0,9999.0,28.0,26.0,1009.0,weather_caac_report_20250520.csv
05-20,23:30,ZGGG,130.0,3.0,0.0,9999.0,29.0,26.0,1009.0,weather_caac_report_20250520.csv
05-21,00:00,ZGGG,150.0,3.0,0.0,9999.0,29.0,26.0,1010.0,weather_caac_report_20250521.csv
05-21,00:30,ZGGG,160.0,4.0,0.0,9999.0,30.0,25.0,1010.0,weather_caac_report_20250521.csv
05-21,01:00,ZGGG,160.0,4.0,0.0,9999.0,31.0,25.0,1010.0,weather_caac_report_20250521.csv
05-21,01:30,ZGGG,180.0,5.0,0.0,9999.0,31.0,25.0,1010.0,weather_caac_report_20250521.csv
05-21,02:00,ZGGG,180.0,3.0,0.0,9999.0,31.0,26.0,1010.0,weather_caac_report_20250521.csv
05-21,02:30,ZGGG,180.0,4.0,0.0,9999.0,32.0,26.0,1010.0,weather_caac_report_20250521.csv
05-21,03:00,ZGGG,170.0,4.0,0.0,9999.0,33.0,26.0,1009.0,weather_caac_report_20250521.csv
05-21,03:30,ZGGG,170.0,3.0,0.0,9999.0,33.0,25.0,1009.0,weather_caac_report_20250521.csv
05-21,04:00,ZGGG,180.0,6.0,0.0,9999.0,34.0,25.0,1009.0,weather_caac_report_20250521.csv
05-21,04:30,ZGGG,180.0,5.0,0.0,9999.0,34.0,25.0,1008.0,weather_caac_report_20250521.csv
05-21,05:00,ZGGG,190.0,5.0,0.0,9999.0,34.0,24.0,1008.0,weather_caac_report_20250521.csv
05-21,05:30,ZGGG,200.0,6.0,0.0,9999.0,33.0,25.0,1008.0,weather_caac_report_20250521.csv
05-21,06:00,ZGGG,180.0,5.0,0.0,9999.0,34.0,25.0,1007.0,weather_caac_report_20250521.csv
05-21,06:30,ZGGG,180.0,5.0,0.0,9999.0,33.0,25.0,1007.0,weather_caac_report_20250521.csv
05-21,07:00,ZGGG,130.0,5.0,0.0,9999.0,33.0,25.0,1006.0,weather_caac_report_20250521.csv
05-21,07:21,ZGGG,140.0,4.0,0.0,9999.0,33.0,25.0,1006.0,weather_caac_report_20250521.csv
05-21,07:30,ZGGG,140.0,8.0,0.0,9999.0,31.0,25.0,1006.0,weather_caac_report_20250521.csv
05-21,08:00,ZGGG,130.0,4.0,0.0,9999.0,29.0,24.0,1006.0,weather_caac_report_20250521.csv
05-21,08:18,ZGGG,80.0,3.0,0.0,9999.0,29.0,24.0,1006.0,weather_caac_report_20250521.csv
05-21,08:20,ZGGG,80.0,3.0,0.0,4000.0,29.0,24.0,1006.0,weather_caac_report_20250521.csv
05-21,08:30,ZGGG,-1.0,1.0,0.0,1000.0,28.0,26.0,1007.0,weather_caac_report_20250521.csv
05-21,08:47,ZGGG,10.0,5.0,0.0,8000.0,26.0,26.0,1007.0,weather_caac_report_20250521.csv
05-21,09:00,ZGGG,330.0,5.0,0.0,2000.0,27.0,26.0,1007.0,weather_caac_report_20250521.csv
05-21,09:04,ZGGG,320.0,4.0,0.0,1000.0,27.0,26.0,1008.0,weather_caac_report_20250521.csv
05-21,09:30,ZGGG,330.0,3.0,0.0,9999.0,26.0,26.0,1007.0,weather_caac_report_20250521.csv
05-21,10:00,ZGGG,60.0,3.0,0.0,9999.0,26.0,26.0,1008.0,weather_caac_report_20250521.csv
05-21,10:30,ZGGG,50.0,2.0,0.0,9999.0,26.0,26.0,1008.0,weather_caac_report_20250521.csv
05-21,11:00,ZGGG,70.0,3.0,0.0,9999.0,27.0,26.0,1008.0,weather_caac_report_20250521.csv
05-21,11:30,ZGGG,70.0,3.0,0.0,9999.0,26.0,26.0,1008.0,weather_caac_report_20250521.csv
05-21,12:00,ZGGG,60.0,2.0,0.0,9999.0,26.0,25.0,1008.0,weather_caac_report_20250521.csv
05-21,12:30,ZGGG,60.0,2.0,0.0,9999.0,26.0,25.0,1008.0,weather_caac_report_20250521.csv
05-21,13:00,ZGGG,50.0,2.0,0.0,9999.0,26.0,25.0,1008.0,weather_caac_report_20250521.csv
05-21,13:30,ZGGG,60.0,2.0,0.0,9999.0,26.0,25.0,1008.0,weather_caac_report_20250521.csv
05-21,14:00,ZGGG,70.0,2.0,0.0,9999.0,26.0,25.0,1008.0,weather_caac_report_20250521.csv
05-21,14:30,ZGGG,40.0,2.0,0.0,9999.0,26.0,25.0,1008.0,weather_caac_report_20250521.csv
05-21,15:00,ZGGG,40.0,2.0,0.0,9999.0,26.0,25.0,1009.0,weather_caac_report_20250521.csv
05-21,15:30,ZGGG,70.0,2.0,0.0,9999.0,26.0,25.0,1009.0,weather_caac_report_20250521.csv
05-21,16:00,ZGGG,70.0,2.0,0.0,9999.0,26.0,25.0,1008.0,weather_caac_report_20250521.csv
05-21,16:30,ZGGG,50.0,2.0,0.0,9999.0,26.0,26.0,1008.0,weather_caac_report_20250521.csv
05-21,17:00,ZGGG,40.0,2.0,0.0,9999.0,26.0,25.0,1008.0,weather_caac_report_20250521.csv
05-21,17:30,ZGGG,-1.0,1.0,0.0,9999.0,26.0,25.0,1008.0,weather_caac_report_20250521.csv
05-21,18:00,ZGGG,80.0,1.0,0.0,9999.0,26.0,25.0,1008.0,weather_caac_report_20250521.csv
05-21,18:30,ZGGG,-1.0,1.0,0.0,9999.0,26.0,25.0,1008.0,weather_caac_report_20250521.csv
05-21,19:00,ZGGG,-1.0,1.0,0.0,9999.0,26.0,25.0,1007.0,weather_caac_report_20250521.csv
05-21,19:30,ZGGG,70.0,2.0,0.0,9999.0,26.0,26.0,1007.0,weather_caac_report_20250521.csv
05-21,20:00,ZGGG,60.0,2.0,0.0,9999.0,26.0,26.0,1007.0,weather_caac_report_20250521.csv
05-21,20:30,ZGGG,60.0,2.0,0.0,9999.0,26.0,26.0,1007.0,weather_caac_report_20250521.csv
05-21,21:00,ZGGG,60.0,2.0,0.0,9999.0,26.0,26.0,1007.0,weather_caac_report_20250521.csv
05-21,21:30,ZGGG,-1.0,1.0,0.0,9999.0,26.0,26.0,1007.0,weather_caac_report_20250521.csv
05-21,22:00,ZGGG,60.0,1.0,0.0,8000.0,26.0,26.0,1007.0,weather_caac_report_20250521.csv
05-21,22:30,ZGGG,60.0,1.0,0.0,8000.0,26.0,26.0,1008.0,weather_caac_report_20250521.csv
05-21,23:00,ZGGG,90.0,1.0,0.0,8000.0,27.0,26.0,1008.0,weather_caac_report_20250521.csv
05-21,23:30,ZGGG,80.0,2.0,0.0,9999.0,27.0,26.0,1008.0,weather_caac_report_20250521.csv
05-22,00:00,ZGGG,70.0,2.0,0.0,9999.0,28.0,27.0,1008.0,weather_caac_report_20250522.csv
05-22,00:30,ZGGG,100.0,2.0,0.0,9999.0,29.0,27.0,1008.0,weather_caac_report_20250522.csv
05-22,01:00,ZGGG,140.0,2.0,0.0,9999.0,31.0,27.0,1008.0,weather_caac_report_20250522.csv
05-22,01:30,ZGGG,130.0,2.0,0.0,9999.0,31.0,27.0,1008.0,weather_caac_report_20250522.csv
05-22,02:00,ZGGG,140.0,3.0,0.0,9999.0,32.0,27.0,1008.0,weather_caac_report_20250522.csv
05-22,02:30,ZGGG,160.0,4.0,0.0,9999.0,32.0,26.0,1008.0,weather_caac_report_20250522.csv
05-22,03:00,ZGGG,180.0,3.0,0.0,9999.0,32.0,26.0,1008.0,weather_caac_report_20250522.csv
05-22,03:30,ZGGG,170.0,4.0,0.0,9999.0,32.0,25.0,1008.0,weather_caac_report_20250522.csv
05-22,04:00,ZGGG,200.0,2.0,0.0,9999.0,33.0,26.0,1007.0,weather_caac_report_20250522.csv
05-22,04:30,ZGGG,180.0,3.0,0.0,9999.0,33.0,25.0,1007.0,weather_caac_report_20250522.csv
05-22,05:00,ZGGG,190.0,3.0,0.0,9999.0,34.0,26.0,1006.0,weather_caac_report_20250522.csv
05-22,05:12,ZGGG,-1.0,3.0,0.0,9999.0,34.0,25.0,1006.0,weather_caac_report_20250522.csv
