进港流量,temp_c,wind_dir_sin,wind_dir_cos,wind_speed_mps,visibility_m,hour_sin,hour_cos,dayofweek_sin,dayofweek_cos,pressure_hpa,dewpoint_c,wind_gust_mps,is_peak_hours
6,29.5,0.6427876096865395,-0.7660444431189779,4.5,9999.0,0.9976687691905392,-0.06824241336467088,-0.8660254037844386,0.5000000000000001,1008.5,23.5,0.0,0
1,29.0,0.9961946980917455,0.08715574274765814,2.5,9999.0,0.9422609221188205,-0.33487961217098616,-0.8660254037844386,0.5000000000000001,1008.0,23.0,0.0,1
12,29.5,0.9659258262890683,0.25881904510252074,3.0,9999.0,0.8169698930104421,-0.5766803221148671,-0.8660254037844386,0.5000000000000001,1007.0,23.0,0.0,1
15,29.5,0.9396926207859084,-0.3420201433256687,4.0,9999.0,0.631087944326053,-0.7757112907044197,-0.8660254037844386,0.5000000000000001,1007.0,23.5,0.0,1
15,27.5,0.4226182617406995,-0.9063077870366499,5.0,9999.0,0.3984010898462414,-0.917211301505453,-0.8660254037844386,0.5000000000000001,1007.5,24.0,0.0,1
24,27.0,0.258819045102521,-0.9659258262890682,3.0,9999.0,0.1361666490962471,-0.9906859460363306,-0.8660254037844386,0.5000000000000001,1008.0,23.5,0.0,1
14,27.0,0.6427876096865395,-0.7660444431189779,3.5,9999.0,-0.1361666490962464,-0.9906859460363308,-0.8660254037844386,0.5000000000000001,1008.5,23.0,0.0,1
20,26.0,0.90630778703665,-0.42261826174069933,1.5,9999.0,-0.39840108984624156,-0.9172113015054529,-0.8660254037844386,0.5000000000000001,1009.0,23.0,0.0,1
18,26.5,0.7071067811865476,-0.7071067811865475,1.5,9999.0,-0.6310879443260528,-0.7757112907044198,-0.8660254037844386,0.5000000000000001,1009.0,23.0,0.0,1
18,26.0,0.819152044288992,-0.5735764363510458,2.0,9999.0,-0.816969893010442,-0.5766803221148672,-0.8660254037844386,0.5000000000000001,1009.0,23.0,0.0,1
19,26.0,0.766044443118978,-0.6427876096865394,2.0,9999.0,-0.9422609221188204,-0.3348796121709864,-0.8660254037844386,0.5000000000000001,1009.0,24.0,0.0,1
21,26.0,0.9396926207859084,-0.3420201433256687,2.0,8999.5,-0.9976687691905393,-0.06824241336467046,-0.8660254037844386,0.5000000000000001,1009.0,24.0,0.0,1
17,26.0,0.8660254037844387,-0.4999999999999998,2.0,8000.0,-0.979084087682323,0.2034560130526333,-0.8660254037844386,0.5000000000000001,1008.0,24.0,0.0,1
20,26.0,0.5735764363510464,-0.8191520442889916,2.5,8000.0,-0.8878852184023756,0.4600650377311516,-0.8660254037844386,0.5000000000000001,1007.5,24.0,0.0,1
17,26.0,0.6427876096865395,-0.7660444431189779,3.0,8000.0,-0.730835964278124,0.6825531432186541,-0.8660254037844386,0.5000000000000001,1007.0,24.0,0.0,1
20,26.0,0.6427876096865395,-0.7660444431189779,2.5,8000.0,-0.5195839500354336,0.8544194045464886,-0.8660254037844386,0.5000000000000001,1007.5,24.0,0.0,1
21,26.0,0.8660254037844387,-0.4999999999999998,2.0,8500.0,-0.2697967711570252,0.962917287347799,-0.8660254037844386,0.5000000000000001,1008.0,24.0,0.0,1
14,27.0,0.3420201433256689,-0.9396926207859083,2.0,9000.0,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,1008.0,24.0,0.0,1
14,28.0,0.3420201433256689,-0.9396926207859083,4.0,9999.0,0.0,1.0,-2.4492935982947064e-16,1.0,1008.5,24.0,0.0,0
7,29.0,0.3420201433256689,-0.9396926207859083,4.0,9999.0,0.2697967711570243,0.9629172873477994,-2.4492935982947064e-16,1.0,1009.0,23.5,0.0,0
0,31.0,0.3420201433256689,-0.9396926207859083,3.5,9999.0,0.5195839500354336,0.8544194045464886,-2.4492935982947064e-16,1.0,1008.5,24.0,0.0,0
1,31.0,0.08715574274765864,-0.9961946980917455,4.5,9999.0,0.730835964278124,0.6825531432186541,-2.4492935982947064e-16,1.0,1007.5,23.0,0.0,0
3,32.5,0.3420201433256689,-0.9396926207859083,4.5,9999.0,0.8878852184023752,0.4600650377311522,-2.4492935982947064e-16,1.0,1007.0,23.0,0.0,0
5,31.5,1.2246467991473532e-16,-1.0,3.5,9999.0,0.9790840876823229,0.20345601305263375,-2.4492935982947064e-16,1.0,1006.5,23.0,4.0,0
9,31.0,0.4226182617406995,-0.9063077870366499,4.5,9999.0,0.9976687691905392,-0.06824241336467088,-2.4492935982947064e-16,1.0,1006.0,23.0,0.0,0
1,28.666666666666668,0.8936326403234123,-0.44879918020046217,4.666666666666667,9999.0,0.9422609221188205,-0.33487961217098616,-2.4492935982947064e-16,1.0,1005.0,23.333333333333332,0.0,1
9,25.75,-0.04361938736533627,-0.9990482215818578,5.375,3662.375,0.8169698930104421,-0.5766803221148671,-2.4492935982947064e-16,1.0,1005.375,23.625,3.875,1
14,23.25,-0.25881904510252035,-0.9659258262890684,4.75,5675.0,0.631087944326053,-0.7757112907044197,-2.4492935982947064e-16,1.0,1006.25,23.0,0.0,1
9,24.5,1.0,6.123233995736766e-17,4.5,9999.0,0.3984010898462414,-0.917211301505453,-2.4492935982947064e-16,1.0,1006.0,23.5,0.0,1
20,24.0,0.9396926207859083,0.3420201433256688,2.5,9999.0,0.1361666490962471,-0.9906859460363306,-2.4492935982947064e-16,1.0,1006.5,23.0,0.0,1
21,24.5,0.8141155183563191,0.5807029557109399,2.0,9999.0,-0.1361666490962464,-0.9906859460363308,-2.4492935982947064e-16,1.0,1007.0,23.0,0.0,1
15,25.0,0.8616291604415257,0.5075383629607042,1.5,9999.0,-0.39840108984624156,-0.9172113015054529,-2.4492935982947064e-16,1.0,1008.0,23.0,0.0,1
20,24.0,0.9063077870366499,0.42261826174069944,2.0,9999.0,-0.6310879443260528,-0.7757112907044198,-2.4492935982947064e-16,1.0,1008.5,24.0,0.0,1
17,25.5,0.9396926207859084,-0.3420201433256687,2.0,9999.0,-0.816969893010442,-0.5766803221148672,-2.4492935982947064e-16,1.0,1009.0,24.0,0.0,1
9,26.0,0.4226182617406995,-0.9063077870366499,4.5,9999.0,-0.9422609221188204,-0.3348796121709864,-2.4492935982947064e-16,1.0,1009.0,24.0,0.0,1
1,26.0,0.49999999999999994,-0.8660254037844387,3.0,9999.0,-0.9976687691905393,-0.06824241336467046,-2.4492935982947064e-16,1.0,1008.5,24.0,0.0,1
24,26.0,0.4226182617406995,-0.9063077870366499,2.5,9999.0,-0.979084087682323,0.2034560130526333,-2.4492935982947064e-16,1.0,1008.0,24.0,0.0,1
31,26.0,0.5735764363510464,-0.8191520442889916,4.0,9999.0,-0.8878852184023756,0.4600650377311516,-2.4492935982947064e-16,1.0,1007.0,23.0,0.0,1
20,26.0,0.6427876096865395,-0.7660444431189779,4.0,9999.0,-0.730835964278124,0.6825531432186541,-2.4492935982947064e-16,1.0,1007.0,23.0,0.0,1
25,26.0,0.6427876096865395,-0.7660444431189779,3.5,9999.0,-0.5195839500354336,0.8544194045464886,-2.4492935982947064e-16,1.0,1007.5,23.0,0.0,1
22,26.0,0.766044443118978,-0.6427876096865394,2.5,9999.0,-0.2697967711570252,0.962917287347799,-2.4492935982947064e-16,1.0,1008.0,23.0,0.0,1
20,26.0,0.6427876096865395,-0.7660444431189779,3.0,9999.0,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,1008.0,23.0,0.0,1
23,27.0,0.4226182617406995,-0.9063077870366499,3.5,9999.0,0.0,1.0,0.0,1.0,1008.0,23.5,0.0,0
10,28.0,0.3420201433256689,-0.9396926207859083,4.5,9999.0,0.2697967711570243,0.9629172873477994,0.0,1.0,1008.0,24.0,0.0,0
27,29.0,0.08715574274765864,-0.9961946980917455,4.5,9999.0,0.5195839500354336,0.8544194045464886,0.0,1.0,1008.0,24.0,0.0,0
18,29.5,1.2246467991473532e-16,-1.0,4.0,9999.0,0.730835964278124,0.6825531432186541,0.0,1.0,1008.0,24.0,0.0,0
14,30.0,0.258819045102521,-0.9659258262890682,3.5,9999.0,0.8878852184023752,0.4600650377311522,0.0,1.0,1007.0,24.5,0.0,0
6,31.5,0.258819045102521,-0.9659258262890682,3.5,9999.0,0.9790840876823229,0.20345601305263375,0.0,1.0,1006.5,24.5,0.0,0
8,32.5,0.49999999999999994,-0.8660254037844387,4.0,9999.0,0.9976687691905392,-0.06824241336467088,0.0,1.0,1005.0,24.5,0.0,0
3,32.0,0.49999999999999994,-0.8660254037844387,4.5,9999.0,0.9422609221188205,-0.33487961217098616,0.0,1.0,1004.5,24.5,0.0,1
12,30.333333333333332,0.49999999999999994,-0.8660254037844387,5.0,9999.0,0.8169698930104421,-0.5766803221148671,0.0,1.0,1004.0,25.333333333333332,0.0,1
10,29.0,0.9596418442823493,-0.2812250534756304,3.0,9999.0,0.631087944326053,-0.7757112907044197,0.0,1.0,1005.0,25.333333333333332,0.0,1
14,28.666666666666668,0.8021231927550436,-0.5971585917027864,3.0,9999.0,0.3984010898462414,-0.917211301505453,0.0,1.0,1005.6666666666666,25.0,0.0,1
21,25.6,0.8290375725550417,-0.5591929034707467,5.4,9999.0,0.1361666490962471,-0.9906859460363306,0.0,1.0,1006.4,24.8,0.0,1
21,25.0,0.984807753012208,0.17364817766693041,3.0,9999.0,-0.1361666490962464,-0.9906859460363308,0.0,1.0,1007.0,24.5,0.0,1
22,25.0,0.9063077870366499,0.42261826174069944,2.5,9999.0,-0.39840108984624156,-0.9172113015054529,0.0,1.0,1008.0,24.5,0.0,1
31,25.0,0.984807753012208,0.17364817766693041,2.0,9999.0,-0.6310879443260528,-0.7757112907044198,0.0,1.0,1008.5,25.0,0.0,1
14,25.0,0.9063077870366499,0.42261826174069944,2.0,9999.0,-0.816969893010442,-0.5766803221148672,0.0,1.0,1008.0,25.0,0.0,1
12,25.0,0.9659258262890683,0.25881904510252074,2.0,9999.0,-0.9422609221188204,-0.3348796121709864,0.0,1.0,1008.0,25.0,0.0,1
19,25.5,0.8660254037844386,0.5000000000000001,2.0,9999.0,-0.9976687691905393,-0.06824241336467046,0.0,1.0,1007.5,25.0,0.0,1
17,26.0,0.9396926207859083,0.3420201433256688,1.0,9999.0,-0.979084087682323,0.2034560130526333,0.0,1.0,1007.0,25.0,0.0,1
16,26.0,0.8660254037844386,0.5000000000000001,2.0,9999.0,-0.8878852184023756,0.4600650377311516,0.0,1.0,1007.0,25.0,0.0,1
23,25.0,0.9396926207859083,0.3420201433256688,2.0,9999.0,-0.730835964278124,0.6825531432186541,0.0,1.0,1007.0,25.0,0.0,1
21,25.0,0.9659258262890683,0.25881904510252074,1.5,8999.5,-0.5195839500354336,0.8544194045464886,0.0,1.0,1007.0,25.0,0.0,1
13,25.0,0.984807753012208,0.17364817766693041,2.0,8000.0,-0.2697967711570252,0.962917287347799,0.0,1.0,1007.5,24.5,0.0,1
15,25.0,0.9063077870366499,0.42261826174069944,2.0,8000.0,-2.4492935982947064e-16,1.0,0.0,1.0,1008.0,24.5,0.0,1
17,25.5,0.3338068592337709,0.9426414910921784,1.5,8000.0,0.0,1.0,0.8660254037844386,0.5000000000000001,1009.0,24.5,0.0,0
10,26.0,0.8191520442889918,0.573576436351046,2.0,8000.0,0.2697967711570243,0.9629172873477994,0.8660254037844386,0.5000000000000001,1009.0,24.5,0.0,0
15,27.5,0.7009092642998509,0.7132504491541816,2.0,8999.5,0.5195839500354336,0.8544194045464886,0.8660254037844386,0.5000000000000001,1009.0,25.0,0.0,0
15,28.5,0.07845909572784494,0.996917333733128,1.5,9999.0,0.730835964278124,0.6825531432186541,0.8660254037844386,0.5000000000000001,1008.5,25.0,0.0,0
19,30.0,0.18223552549214772,-0.9832549075639545,2.0,9999.0,0.8878852184023752,0.4600650377311522,0.8660254037844386,0.5000000000000001,1008.0,24.5,0.0,0
17,31.5,0.18223552549214772,-0.9832549075639545,1.0,9999.0,0.9790840876823229,0.20345601305263375,0.8660254037844386,0.5000000000000001,1006.5,25.0,0.0,0
10,31.5,0.18223552549214772,-0.9832549075639545,1.0,9999.0,0.9976687691905392,-0.06824241336467088,0.8660254037844386,0.5000000000000001,1005.5,25.0,0.0,0
5,30.5,-0.5000000000000004,0.8660254037844384,5.0,9999.0,0.9422609221188205,-0.33487961217098616,0.8660254037844386,0.5000000000000001,1005.0,24.5,0.0,1
12,27.0,-0.8191520442889916,-0.5735764363510464,6.0,9999.0,0.8169698930104421,-0.5766803221148671,0.8660254037844386,0.5000000000000001,1005.5,24.5,0.0,1
12,26.0,-0.11609291412523012,-0.993238357741943,2.3333333333333335,9999.0,0.631087944326053,-0.7757112907044197,0.8660254037844386,0.5000000000000001,1006.0,25.0,0.0,1
21,26.0,1.2246467991473532e-16,-1.0,2.5,8499.5,0.3984010898462414,-0.917211301505453,0.8660254037844386,0.5000000000000001,1006.0,25.0,0.0,1
21,25.5,-0.17364817766693047,-0.984807753012208,1.5,9999.0,0.1361666490962471,-0.9906859460363306,0.8660254037844386,0.5000000000000001,1006.5,24.5,0.0,1
17,25.5,0.9063077870366499,0.42261826174069944,2.5,9999.0,-0.1361666490962464,-0.9906859460363308,0.8660254037844386,0.5000000000000001,1007.5,24.5,0.0,1
18,25.0,0.9063077870366499,0.42261826174069944,2.0,9999.0,-0.39840108984624156,-0.9172113015054529,0.8660254037844386,0.5000000000000001,1008.0,24.0,0.0,1
21,25.0,0.766044443118978,0.6427876096865394,2.5,9999.0,-0.6310879443260528,-0.7757112907044198,0.8660254037844386,0.5000000000000001,1008.0,24.0,0.0,1
17,25.0,0.5664062369248328,0.8241261886220157,1.5,9999.0,-0.816969893010442,-0.5766803221148672,0.8660254037844386,0.5000000000000001,1009.0,24.0,0.0,1
9,25.0,0.9063077870366499,0.42261826174069944,2.0,9999.0,-0.9422609221188204,-0.3348796121709864,0.8660254037844386,0.5000000000000001,1008.5,24.0,0.0,1
27,25.0,0.9659258262890683,0.25881904510252074,2.0,9999.0,-0.9976687691905393,-0.06824241336467046,0.8660254037844386,0.5000000000000001,1007.5,24.0,0.0,1
11,25.0,0.8660254037844386,0.5000000000000001,2.0,8999.5,-0.979084087682323,0.2034560130526333,0.8660254037844386,0.5000000000000001,1007.0,24.0,0.0,1
18,25.0,0.48988971823808697,0.8717844136967624,1.0,7333.333333333333,-0.8878852184023756,0.4600650377311516,0.8660254037844386,0.5000000000000001,1006.6666666666666,24.666666666666668,0.0,1
20,25.0,0.6427876096865395,-0.7660444431189779,1.0,4250.0,-0.730835964278124,0.6825531432186541,0.8660254037844386,0.5000000000000001,1006.0,25.0,0.0,1
19,25.0,-0.6427876096865396,0.7660444431189778,2.0,8499.5,-0.5195839500354336,0.8544194045464886,0.8660254037844386,0.5000000000000001,1006.5,24.5,0.0,1
18,25.0,-0.4226182617406993,-0.90630778703665,2.0,7999.5,-0.2697967711570252,0.962917287347799,0.8660254037844386,0.5000000000000001,1007.0,24.0,0.0,1
22,25.0,0.984807753012208,0.17364817766693041,2.0,4666.666666666667,-2.4492935982947064e-16,1.0,0.8660254037844386,0.5000000000000001,1007.6666666666666,24.666666666666668,0.0,1
18,25.0,0.9182161068802741,0.39607976603915673,2.6666666666666665,5666.666666666667,0.0,1.0,0.8660254037844387,-0.4999999999999998,1008.0,24.0,0.0,0
7,25.0,0.9396926207859083,0.3420201433256688,3.0,8000.0,0.2697967711570243,0.9629172873477994,0.8660254037844387,-0.4999999999999998,1008.0,24.5,0.0,0
8,25.0,0.9730448705798239,0.23061587074244005,4.0,7000.0,0.5195839500354336,0.8544194045464886,0.8660254037844387,-0.4999999999999998,1008.0,24.333333333333332,0.0,0
16,25.0,0.9983081582712682,0.0581448289104759,2.6666666666666665,7000.0,0.730835964278124,0.6825531432186541,0.8660254037844387,-0.4999999999999998,1008.0,25.0,0.0,0
12,25.0,0.9990482215818578,0.04361938736533623,3.5,8000.0,0.8878852184023752,0.4600650377311522,0.8660254037844387,-0.4999999999999998,1007.75,24.5,0.0,0
10,25.0,0.7372773368101241,-0.6755902076156602,4.0,6400.0,0.9790840876823229,0.20345601305263375,0.8660254037844387,-0.4999999999999998,1006.75,24.5,3.25,0
5,23.666666666666668,-0.5000000000000001,-0.8660254037844386,6.333333333333333,2133.3333333333335,0.9976687691905392,-0.06824241336467088,0.8660254037844387,-0.4999999999999998,1006.6666666666666,23.333333333333332,4.333333333333333,0
4,24.0,0.4226182617406995,-0.9063077870366499,4.0,6250.0,0.9422609221188205,-0.33487961217098616,0.8660254037844387,-0.4999999999999998,1006.0,24.0,0.0,1
8,24.5,1.0,6.123233995736766e-17,3.0,8999.5,0.8169698930104421,-0.5766803221148671,0.8660254037844387,-0.4999999999999998,1006.0,24.0,0.0,1
12,25.5,0.9396926207859083,0.3420201433256688,3.0,9999.0,0.631087944326053,-0.7757112907044197,0.8660254037844387,-0.4999999999999998,1005.0,24.5,0.0,1
12,25.0,0.8191520442889918,0.573576436351046,2.0,9999.0,0.3984010898462414,-0.917211301505453,0.8660254037844387,-0.4999999999999998,1006.0,25.0,0.0,1
17,25.0,0.9063077870366499,0.42261826174069944,2.0,8000.0,0.1361666490962471,-0.9906859460363306,0.8660254037844387,-0.4999999999999998,1006.0,25.0,0.0,1
13,25.0,0.9659258262890683,0.25881904510252074,2.0,8499.5,-0.1361666490962464,-0.9906859460363308,0.8660254037844387,-0.4999999999999998,1006.5,25.0,0.0,1
19,25.0,1.0,6.123233995736766e-17,2.0,7500.0,-0.39840108984624156,-0.9172113015054529,0.8660254037844387,-0.4999999999999998,1007.0,25.0,0.0,1
2,26.0,0.8660254037844387,-0.4999999999999998,3.5,9999.0,-0.6310879443260528,-0.7757112907044198,0.8660254037844387,-0.4999999999999998,1008.0,25.0,0.0,1
10,26.0,0.8660254037844387,-0.4999999999999998,4.5,9999.0,-0.816969893010442,-0.5766803221148672,0.8660254037844387,-0.4999999999999998,1008.0,24.5,0.0,1
24,26.0,0.819152044288992,-0.5735764363510458,3.5,9999.0,-0.9422609221188204,-0.3348796121709864,0.8660254037844387,-0.4999999999999998,1008.0,24.0,0.0,1
18,26.0,0.8660254037844387,-0.4999999999999998,4.0,9999.0,-0.9976687691905393,-0.06824241336467046,0.8660254037844387,-0.4999999999999998,1007.5,24.0,0.0,1
