进港流量,temp_c,wind_dir_sin,wind_dir_cos,wind_speed_mps,visibility_m,hour_sin,hour_cos,dayofweek_sin,dayofweek_cos,pressure_hpa,dewpoint_c,wind_gust_mps,is_peak_hours
23,25.0,0.8660254037844387,-0.4999999999999998,3.5,9999.0,-0.979084087682323,0.2034560130526333,0.8660254037844387,-0.4999999999999998,1007.0,23.0,0.0,1
18,25.0,0.8660254037844387,-0.4999999999999998,4.0,9999.0,-0.8878852184023756,0.4600650377311516,0.8660254037844387,-0.4999999999999998,1007.0,23.0,0.0,1
19,25.0,0.819152044288992,-0.5735764363510458,5.0,9999.0,-0.730835964278124,0.6825531432186541,0.8660254037844387,-0.4999999999999998,1007.0,23.0,0.0,1
19,25.0,0.766044443118978,-0.6427876096865394,5.5,9999.0,-0.5195839500354336,0.8544194045464886,0.8660254037844387,-0.4999999999999998,1007.0,23.0,0.0,1
19,25.0,0.819152044288992,-0.5735764363510458,4.5,9999.0,-0.2697967711570252,0.962917287347799,0.8660254037844387,-0.4999999999999998,1007.0,23.0,0.0,1
23,25.0,0.90630778703665,-0.42261826174069933,4.0,9999.0,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998,1007.5,23.0,0.0,1
18,26.0,0.90630778703665,-0.42261826174069933,3.5,9999.0,0.0,1.0,1.2246467991473532e-16,-1.0,1008.0,23.0,0.0,0
14,27.0,0.819152044288992,-0.5735764363510458,4.5,9999.0,0.2697967711570243,0.9629172873477994,1.2246467991473532e-16,-1.0,1008.0,23.0,0.0,0
16,28.5,0.5735764363510464,-0.8191520442889916,6.0,9999.0,0.5195839500354336,0.8544194045464886,1.2246467991473532e-16,-1.0,1008.0,24.0,0.0,0
5,29.0,0.49999999999999994,-0.8660254037844387,6.5,9999.0,0.730835964278124,0.6825531432186541,1.2246467991473532e-16,-1.0,1008.0,24.0,0.0,0
7,29.5,0.4226182617406995,-0.9063077870366499,6.5,9999.0,0.8878852184023752,0.4600650377311522,1.2246467991473532e-16,-1.0,1007.0,24.0,0.0,0
5,30.5,0.5735764363510464,-0.8191520442889916,6.5,9999.0,0.9790840876823229,0.20345601305263375,1.2246467991473532e-16,-1.0,1006.0,24.0,0.0,0
7,30.0,0.5735764363510464,-0.8191520442889916,7.0,9999.0,0.9976687691905392,-0.06824241336467088,1.2246467991473532e-16,-1.0,1005.0,24.0,0.0,0
2,30.0,0.766044443118978,-0.6427876096865394,6.5,9999.0,0.9422609221188205,-0.33487961217098616,1.2246467991473532e-16,-1.0,1004.0,24.0,0.0,1
5,30.0,0.49999999999999994,-0.8660254037844387,5.5,9999.0,0.8169698930104421,-0.5766803221148671,1.2246467991473532e-16,-1.0,1004.0,24.0,0.0,1
12,30.0,0.6427876096865395,-0.7660444431189779,7.0,9999.0,0.631087944326053,-0.7757112907044197,1.2246467991473532e-16,-1.0,1003.0,24.0,0.0,1
8,29.0,0.6427876096865395,-0.7660444431189779,5.5,9999.0,0.3984010898462414,-0.917211301505453,1.2246467991473532e-16,-1.0,1004.0,24.0,0.0,1
15,29.0,0.7071067811865476,-0.7071067811865475,5.0,9999.0,0.1361666490962471,-0.9906859460363306,1.2246467991473532e-16,-1.0,1004.5,24.0,0.0,1
19,28.0,0.819152044288992,-0.5735764363510458,4.0,9999.0,-0.1361666490962464,-0.9906859460363308,1.2246467991473532e-16,-1.0,1005.5,24.0,0.0,1
16,28.0,0.49999999999999994,-0.8660254037844387,4.0,9999.0,-0.39840108984624156,-0.9172113015054529,1.2246467991473532e-16,-1.0,1007.0,24.5,0.0,1
24,28.0,0.49999999999999994,-0.8660254037844387,5.5,9999.0,-0.6310879443260528,-0.7757112907044198,1.2246467991473532e-16,-1.0,1007.0,25.0,0.0,1
18,28.0,0.4226182617406995,-0.9063077870366499,5.5,9999.0,-0.816969893010442,-0.5766803221148672,1.2246467991473532e-16,-1.0,1007.0,25.0,0.0,1
18,28.0,0.5735764363510464,-0.8191520442889916,6.0,9999.0,-0.9422609221188204,-0.3348796121709864,1.2246467991473532e-16,-1.0,1007.0,25.0,0.0,1
26,28.0,0.5735764363510464,-0.8191520442889916,4.5,9999.0,-0.9976687691905393,-0.06824241336467046,1.2246467991473532e-16,-1.0,1006.5,25.0,0.0,1
19,28.0,0.7071067811865476,-0.7071067811865475,3.5,9999.0,-0.979084087682323,0.2034560130526333,1.2246467991473532e-16,-1.0,1006.0,25.0,0.0,1
23,27.0,0.8616291604415257,0.5075383629607042,1.5,9999.0,-0.8878852184023756,0.4600650377311516,1.2246467991473532e-16,-1.0,1006.0,25.0,0.0,1
14,27.0,0.984807753012208,0.17364817766693041,2.0,9999.0,-0.730835964278124,0.6825531432186541,1.2246467991473532e-16,-1.0,1005.5,25.0,0.0,1
20,26.5,0.9659258262890683,0.25881904510252074,2.0,9999.0,-0.5195839500354336,0.8544194045464886,1.2246467991473532e-16,-1.0,1006.0,25.0,0.0,1
20,26.0,0.9659258262890683,0.25881904510252074,2.0,9999.0,-0.2697967711570252,0.962917287347799,1.2246467991473532e-16,-1.0,1006.0,25.0,0.0,1
21,24.0,0.37460659341591224,-0.9271838545667873,6.8,9599.2,-2.4492935982947064e-16,1.0,1.2246467991473532e-16,-1.0,1007.8,21.8,2.6,1
14,24.0,0.37460659341591224,-0.9271838545667873,6.8,9599.2,0.0,1.0,-0.8660254037844385,-0.5000000000000004,1007.8,21.8,2.6,0
12,24.0,0.37460659341591224,-0.9271838545667873,6.8,9599.2,0.2697967711570243,0.9629172873477994,-0.8660254037844385,-0.5000000000000004,1007.8,21.8,2.6,0
11,24.0,0.37460659341591224,-0.9271838545667873,6.8,9599.2,0.5195839500354336,0.8544194045464886,-0.8660254037844385,-0.5000000000000004,1007.8,21.8,2.6,0
10,24.0,0.37460659341591224,-0.9271838545667873,6.8,9599.2,0.730835964278124,0.6825531432186541,-0.8660254037844385,-0.5000000000000004,1007.8,21.8,2.6,0
5,24.0,0.37460659341591224,-0.9271838545667873,6.8,9599.2,0.8878852184023752,0.4600650377311522,-0.8660254037844385,-0.5000000000000004,1007.8,21.8,2.6,0
2,24.0,0.37460659341591224,-0.9271838545667873,6.8,9599.2,0.9790840876823229,0.20345601305263375,-0.8660254037844385,-0.5000000000000004,1007.8,21.8,2.6,0
6,24.0,0.37460659341591224,-0.9271838545667873,6.8,9599.2,0.9976687691905392,-0.06824241336467088,-0.8660254037844385,-0.5000000000000004,1007.8,21.8,2.6,0
2,24.0,0.37460659341591224,-0.9271838545667873,6.8,9599.2,0.9422609221188205,-0.33487961217098616,-0.8660254037844385,-0.5000000000000004,1007.8,21.8,2.6,1
1,24.0,0.37460659341591224,-0.9271838545667873,6.8,9599.2,0.8169698930104421,-0.5766803221148671,-0.8660254037844385,-0.5000000000000004,1007.8,21.8,2.6,1
0,24.0,0.37460659341591224,-0.9271838545667873,6.8,9599.2,0.631087944326053,-0.7757112907044197,-0.8660254037844385,-0.5000000000000004,1007.8,21.8,2.6,1
9,24.0,0.37460659341591224,-0.9271838545667873,6.8,9599.2,0.3984010898462414,-0.917211301505453,-0.8660254037844385,-0.5000000000000004,1007.8,21.8,2.6,1
15,24.0,0.37460659341591224,-0.9271838545667873,6.8,9599.2,0.1361666490962471,-0.9906859460363306,-0.8660254037844385,-0.5000000000000004,1007.8,21.8,2.6,1
13,24.0,0.37460659341591224,-0.9271838545667873,6.8,9599.2,-0.1361666490962464,-0.9906859460363308,-0.8660254037844385,-0.5000000000000004,1007.8,21.8,2.6,1
20,24.0,0.37460659341591224,-0.9271838545667873,6.8,9599.2,-0.39840108984624156,-0.9172113015054529,-0.8660254037844385,-0.5000000000000004,1007.8,21.8,2.6,1
20,24.0,0.37460659341591224,-0.9271838545667873,6.8,9599.2,-0.6310879443260528,-0.7757112907044198,-0.8660254037844385,-0.5000000000000004,1007.8,21.8,2.6,1
24,24.0,0.37460659341591224,-0.9271838545667873,6.8,9599.2,-0.816969893010442,-0.5766803221148672,-0.8660254037844385,-0.5000000000000004,1007.8,21.8,2.6,1
15,24.0,0.37460659341591224,-0.9271838545667873,6.8,9599.2,-0.9422609221188204,-0.3348796121709864,-0.8660254037844385,-0.5000000000000004,1007.8,21.8,2.6,1
27,24.0,0.37460659341591224,-0.9271838545667873,6.8,9599.2,-0.9976687691905393,-0.06824241336467046,-0.8660254037844385,-0.5000000000000004,1007.8,21.8,2.6,1
17,24.0,0.37460659341591224,-0.9271838545667873,6.8,9599.2,-0.979084087682323,0.2034560130526333,-0.8660254037844385,-0.5000000000000004,1007.8,21.8,2.6,1
19,24.0,0.37460659341591224,-0.9271838545667873,6.8,9599.2,-0.8878852184023756,0.4600650377311516,-0.8660254037844385,-0.5000000000000004,1007.8,21.8,2.6,1
15,24.0,0.37460659341591224,-0.9271838545667873,6.8,9599.2,-0.730835964278124,0.6825531432186541,-0.8660254037844385,-0.5000000000000004,1007.8,21.8,2.6,1
22,24.0,0.37460659341591224,-0.9271838545667873,6.8,9599.2,-0.5195839500354336,0.8544194045464886,-0.8660254037844385,-0.5000000000000004,1007.8,21.8,2.6,1
19,24.0,0.37460659341591224,-0.9271838545667873,6.8,9599.2,-0.2697967711570252,0.962917287347799,-0.8660254037844385,-0.5000000000000004,1007.8,21.8,2.6,1
21,24.0,0.37460659341591224,-0.9271838545667873,6.8,9599.2,-2.4492935982947064e-16,1.0,-0.8660254037844385,-0.5000000000000004,1007.8,21.8,2.6,1
21,25.5,0.37460659341591224,-0.9271838545667873,1.0,9999.0,0.0,1.0,-0.8660254037844386,0.5000000000000001,1010.0,23.0,0.0,0
16,28.0,0.984807753012208,0.17364817766693041,2.0,9999.0,0.2697967711570243,0.9629172873477994,-0.8660254037844386,0.5000000000000001,1010.5,23.0,0.0,0
13,28.0,0.8191520442889918,0.573576436351046,3.5,9999.0,0.5195839500354336,0.8544194045464886,-0.8660254037844386,0.5000000000000001,1010.0,22.0,0.0,0
8,28.5,0.7009092642998509,0.7132504491541816,1.5,9999.0,0.730835964278124,0.6825531432186541,-0.8660254037844386,0.5000000000000001,1010.0,22.0,0.0,0
5,28.5,-0.08715574274765794,-0.9961946980917455,3.5,9999.0,0.8878852184023752,0.4600650377311522,-0.8660254037844386,0.5000000000000001,1010.0,21.0,0.0,0
3,25.666666666666668,-0.597158591702787,0.8021231927550432,5.666666666666667,7666.333333333333,0.9790840876823229,0.20345601305263375,-0.8660254037844386,0.5000000000000001,1009.3333333333334,22.333333333333332,0.0,0
4,24.5,0.08715574274765864,-0.9961946980917455,3.0,6000.0,0.9976687691905392,-0.06824241336467088,-0.8660254037844386,0.5000000000000001,1009.0,23.5,0.0,0
1,25.0,0.8191520442889918,0.573576436351046,2.5,8999.5,0.9422609221188205,-0.33487961217098616,-0.8660254037844386,0.5000000000000001,1009.0,24.0,0.0,1
12,24.5,0.8660254037844387,-0.4999999999999998,2.5,9999.0,0.8169698930104421,-0.5766803221148671,-0.8660254037844386,0.5000000000000001,1009.0,23.0,0.0,1
13,24.0,0.49242356010346705,0.8703556959398997,1.5,9999.0,0.631087944326053,-0.7757112907044197,-0.8660254037844386,0.5000000000000001,1009.0,23.0,0.0,1
19,24.0,0.7071067811865476,0.7071067811865476,3.0,9999.0,0.3984010898462414,-0.917211301505453,-0.8660254037844386,0.5000000000000001,1009.0,23.0,0.0,1
16,24.0,0.8660254037844386,0.5000000000000001,2.0,9999.0,0.1361666490962471,-0.9906859460363306,-0.8660254037844386,0.5000000000000001,1010.0,21.5,0.0,1
20,23.5,0.8191520442889918,0.573576436351046,2.0,9999.0,-0.1361666490962464,-0.9906859460363308,-0.8660254037844386,0.5000000000000001,1010.5,22.0,0.0,1
15,24.0,-0.08715574274765794,-0.9961946980917455,3.0,9999.0,-0.39840108984624156,-0.9172113015054529,-0.8660254037844386,0.5000000000000001,1011.0,21.0,0.0,1
16,23.5,-0.4226182617406993,-0.90630778703665,2.5,9999.0,-0.6310879443260528,-0.7757112907044198,-0.8660254037844386,0.5000000000000001,1011.5,21.0,0.0,1
19,24.0,-0.3420201433256686,0.9396926207859084,3.5,9999.0,-0.816969893010442,-0.5766803221148672,-0.8660254037844386,0.5000000000000001,1012.0,20.0,0.0,1
19,23.5,-0.3420201433256686,0.9396926207859084,6.0,9999.0,-0.9422609221188204,-0.3348796121709864,-0.8660254037844386,0.5000000000000001,1012.0,16.5,0.0,1
17,22.666666666666668,-0.2868032327110907,0.9579895123154887,5.666666666666667,9999.0,-0.9976687691905393,-0.06824241336467046,-0.8660254037844386,0.5000000000000001,1012.0,14.666666666666666,0.0,1
27,18.666666666666668,-0.39607976603915607,0.9182161068802743,6.666666666666667,8000.0,-0.979084087682323,0.2034560130526333,-0.8660254037844386,0.5000000000000001,1012.0,16.333333333333332,0.0,1
17,18.5,-0.08715574274765832,0.9961946980917455,5.5,9999.0,-0.8878852184023756,0.4600650377311516,-0.8660254037844386,0.5000000000000001,1012.0,16.0,0.0,1
21,18.0,-0.2588190451025207,0.9659258262890683,5.0,9999.0,-0.730835964278124,0.6825531432186541,-0.8660254037844386,0.5000000000000001,1012.0,15.5,0.0,1
14,18.5,0.17364817766693033,0.984807753012208,7.0,9999.0,-0.5195839500354336,0.8544194045464886,-0.8660254037844386,0.5000000000000001,1012.0,15.0,0.0,1
15,18.5,0.6427876096865393,0.766044443118978,2.0,9999.0,-0.2697967711570252,0.962917287347799,-0.8660254037844386,0.5000000000000001,1012.0,15.0,0.0,1
18,19.5,-2.4492935982947064e-16,1.0,6.0,9999.0,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,1012.0,13.0,0.0,1
20,20.5,-0.08715574274765794,-0.9961946980917455,6.5,9999.0,0.0,1.0,-2.4492935982947064e-16,1.0,1013.0,13.0,0.0,0
15,21.5,-2.4492935982947064e-16,1.0,6.5,9999.0,0.2697967711570243,0.9629172873477994,-2.4492935982947064e-16,1.0,1013.0,13.0,0.0,0
11,23.0,-2.4492935982947064e-16,1.0,6.0,9999.0,0.5195839500354336,0.8544194045464886,-2.4492935982947064e-16,1.0,1013.0,13.0,0.0,0
7,25.0,0.25881904510252074,0.9659258262890683,5.5,9999.0,0.730835964278124,0.6825531432186541,-2.4492935982947064e-16,1.0,1012.5,13.0,0.0,0
2,25.0,0.3420201433256687,0.9396926207859084,7.0,9999.0,0.8878852184023752,0.4600650377311522,-2.4492935982947064e-16,1.0,1012.0,12.5,0.0,0
6,27.0,-0.08715574274765794,-0.9961946980917455,5.5,9999.0,0.9790840876823229,0.20345601305263375,-2.4492935982947064e-16,1.0,1011.0,13.0,0.0,0
5,26.5,-0.08715574274765794,-0.9961946980917455,5.0,9999.0,0.9976687691905392,-0.06824241336467088,-2.4492935982947064e-16,1.0,1010.5,12.5,0.0,0
3,27.0,-0.08715574274765794,-0.9961946980917455,5.0,9999.0,0.9422609221188205,-0.33487961217098616,-2.4492935982947064e-16,1.0,1010.0,12.0,0.0,1
11,27.0,-0.17364817766693047,-0.984807753012208,5.5,9999.0,0.8169698930104421,-0.5766803221148671,-2.4492935982947064e-16,1.0,1009.5,11.5,0.0,1
11,26.5,0.17364817766693033,0.984807753012208,4.5,9999.0,0.631087944326053,-0.7757112907044197,-2.4492935982947064e-16,1.0,1009.0,12.5,0.0,1
12,26.0,-0.17364817766693047,-0.984807753012208,3.5,9999.0,0.3984010898462414,-0.917211301505453,-2.4492935982947064e-16,1.0,1010.0,12.5,0.0,1
23,25.0,0.8191520442889918,0.573576436351046,2.5,9999.0,0.1361666490962471,-0.9906859460363306,-2.4492935982947064e-16,1.0,1010.0,13.0,0.0,1
18,24.0,0.8660254037844386,0.5000000000000001,2.0,9999.0,-0.1361666490962464,-0.9906859460363308,-2.4492935982947064e-16,1.0,1010.0,14.0,0.0,1
25,23.0,0.9063077870366499,0.42261826174069944,2.0,9999.0,-0.39840108984624156,-0.9172113015054529,-2.4492935982947064e-16,1.0,1011.0,16.5,0.0,1
21,22.5,0.9659258262890683,0.25881904510252074,2.0,9999.0,-0.6310879443260528,-0.7757112907044198,-2.4492935982947064e-16,1.0,1011.0,17.0,0.0,1
26,21.5,0.766044443118978,0.6427876096865394,2.0,9999.0,-0.816969893010442,-0.5766803221148672,-2.4492935982947064e-16,1.0,1011.0,16.0,0.0,1
16,21.0,0.573576436351046,0.8191520442889918,1.5,9999.0,-0.9422609221188204,-0.3348796121709864,-2.4492935982947064e-16,1.0,1011.0,16.0,0.0,1
15,20.0,0.9659258262890683,0.25881904510252074,1.5,9999.0,-0.9976687691905393,-0.06824241336467046,-2.4492935982947064e-16,1.0,1010.5,16.5,0.0,1
30,19.5,0.984807753012208,0.17364817766693041,3.0,9999.0,-0.979084087682323,0.2034560130526333,-2.4492935982947064e-16,1.0,1010.0,16.0,0.0,1
27,19.0,0.9659258262890683,0.25881904510252074,2.0,9999.0,-0.8878852184023756,0.4600650377311516,-2.4492935982947064e-16,1.0,1010.5,16.0,0.0,1
17,18.0,0.636078220277764,0.77162458338772,1.5,9999.0,-0.730835964278124,0.6825531432186541,-2.4492935982947064e-16,1.0,1011.0,16.0,0.0,1
24,18.0,0.9659258262890683,0.25881904510252074,2.0,9999.0,-0.5195839500354336,0.8544194045464886,-2.4492935982947064e-16,1.0,1011.0,16.0,0.0,1
19,18.0,0.9659258262890683,0.25881904510252074,2.0,9999.0,-0.2697967711570252,0.962917287347799,-2.4492935982947064e-16,1.0,1012.0,16.0,0.0,1
24,19.5,0.9396926207859083,0.3420201433256688,2.5,9999.0,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,1012.0,16.0,0.0,1
21,21.5,0.984807753012208,0.17364817766693041,2.0,9999.0,0.0,1.0,0.0,1.0,1012.0,15.0,0.0,0
2,24.0,0.16504760586067763,0.9862856015372314,1.5,9999.0,0.2697967711570243,0.9629172873477994,0.0,1.0,1013.0,15.0,0.0,0
2,27.0,0.9961946980917455,-0.08715574274765824,2.0,9999.0,0.5195839500354336,0.8544194045464886,0.0,1.0,1012.5,14.0,0.0,0
2,28.0,0.49242356010346705,0.8703556959398997,3.0,9999.0,0.730835964278124,0.6825531432186541,0.0,1.0,1012.0,10.0,0.0,0
4,28.5,0.984807753012208,0.17364817766693041,2.0,9999.0,0.8878852184023752,0.4600650377311522,0.0,1.0,1011.5,9.5,0.0,0
5,29.5,1.2246467991473532e-16,-1.0,2.0,9999.0,0.9790840876823229,0.20345601305263375,0.0,1.0,1011.0,10.5,0.0,0
5,31.0,0.963630453208623,0.26723837607825696,2.0,9999.0,0.9976687691905392,-0.06824241336467088,0.0,1.0,1010.0,11.0,0.0,0
2,30.5,0.963630453208623,0.26723837607825696,1.5,9999.0,0.9422609221188205,-0.33487961217098616,0.0,1.0,1009.0,11.0,0.0,1
12,31.5,0.963630453208623,0.26723837607825696,1.5,9999.0,0.8169698930104421,-0.5766803221148671,0.0,1.0,1008.5,10.0,0.0,1
14,30.5,0.8141155183563191,0.5807029557109399,2.0,9999.0,0.631087944326053,-0.7757112907044197,0.0,1.0,1008.0,9.0,0.0,1
13,29.5,0.8141155183563191,0.5807029557109399,1.0,9999.0,0.3984010898462414,-0.917211301505453,0.0,1.0,1008.0,9.5,0.0,1
25,28.0,0.984807753012208,0.17364817766693041,1.5,9999.0,0.1361666490962471,-0.9906859460363306,0.0,1.0,1009.0,10.0,0.0,1
14,26.5,0.8141155183563191,0.5807029557109399,1.5,9999.0,-0.1361666490962464,-0.9906859460363308,0.0,1.0,1009.5,11.5,0.0,1
24,25.5,0.9396926207859084,-0.3420201433256687,1.5,9999.0,-0.39840108984624156,-0.9172113015054529,0.0,1.0,1010.0,13.5,0.0,1
18,24.0,0.9396926207859083,0.3420201433256688,2.0,9999.0,-0.6310879443260528,-0.7757112907044198,0.0,1.0,1011.0,14.5,0.0,1
24,23.0,0.8660254037844387,-0.4999999999999998,3.0,9999.0,-0.816969893010442,-0.5766803221148672,0.0,1.0,1011.0,14.5,0.0,1
14,22.5,0.9659258262890683,0.25881904510252074,3.0,9999.0,-0.9422609221188204,-0.3348796121709864,0.0,1.0,1011.0,16.0,0.0,1
21,21.0,0.9063077870366499,0.42261826174069944,2.0,9999.0,-0.9976687691905393,-0.06824241336467046,0.0,1.0,1011.0,16.0,0.0,1
25,21.0,0.8660254037844386,0.5000000000000001,3.0,9999.0,-0.979084087682323,0.2034560130526333,0.0,1.0,1011.0,15.5,0.0,1
23,20.5,0.8191520442889918,0.573576436351046,2.0,9999.0,-0.8878852184023756,0.4600650377311516,0.0,1.0,1011.0,16.0,0.0,1
18,20.5,0.9659258262890683,0.25881904510252074,2.0,9999.0,-0.730835964278124,0.6825531432186541,0.0,1.0,1012.0,16.0,0.0,1
25,20.0,0.9063077870366499,0.42261826174069944,2.0,9999.0,-0.5195839500354336,0.8544194045464886,0.0,1.0,1012.0,16.0,0.0,1
21,19.5,0.9063077870366499,0.42261826174069944,1.5,9999.0,-0.2697967711570252,0.962917287347799,0.0,1.0,1012.5,16.0,0.0,1
25,21.5,0.8660254037844386,0.5000000000000001,2.0,9999.0,-2.4492935982947064e-16,1.0,0.0,1.0,1013.5,16.0,0.0,1
16,23.5,0.9396926207859083,0.3420201433256688,2.5,9999.0,0.0,1.0,0.8660254037844386,0.5000000000000001,1014.0,16.0,0.0,0
11,25.5,0.9659258262890683,0.25881904510252074,2.0,9999.0,0.2697967711570243,0.9629172873477994,0.8660254037844386,0.5000000000000001,1014.0,17.0,0.0,0
3,26.5,0.9659258262890683,0.25881904510252074,1.0,9999.0,0.5195839500354336,0.8544194045464886,0.8660254037844386,0.5000000000000001,1014.0,16.5,0.0,0
1,28.5,0.9659258262890683,0.25881904510252074,1.0,9999.0,0.730835964278124,0.6825531432186541,0.8660254037844386,0.5000000000000001,1014.0,17.0,0.0,0
4,29.5,0.9832549075639546,0.18223552549214744,2.0,9999.0,0.8878852184023752,0.4600650377311522,0.8660254037844386,0.5000000000000001,1013.0,18.0,0.0,0
2,30.5,0.6427876096865395,-0.7660444431189779,2.0,9999.0,0.9790840876823229,0.20345601305263375,0.8660254037844386,0.5000000000000001,1012.5,17.5,0.0,0
8,31.5,0.08715574274765864,-0.9961946980917455,2.5,9999.0,0.9976687691905392,-0.06824241336467088,0.8660254037844386,0.5000000000000001,1011.5,18.5,0.0,0
2,32.0,0.17364817766693028,-0.984807753012208,2.5,9999.0,0.9422609221188205,-0.33487961217098616,0.8660254037844386,0.5000000000000001,1011.0,17.5,0.0,1
11,32.0,0.3420201433256689,-0.9396926207859083,4.0,9999.0,0.8169698930104421,-0.5766803221148671,0.8660254037844386,0.5000000000000001,1010.0,18.5,0.0,1
17,31.0,0.17364817766693028,-0.984807753012208,3.5,9999.0,0.631087944326053,-0.7757112907044197,0.8660254037844386,0.5000000000000001,1010.0,19.0,0.0,1
15,30.0,0.7071067811865476,-0.7071067811865475,4.0,9999.0,0.3984010898462414,-0.917211301505453,0.8660254037844386,0.5000000000000001,1009.0,19.5,0.0,1
18,28.5,0.6427876096865395,-0.7660444431189779,4.0,9999.0,0.1361666490962471,-0.9906859460363306,0.8660254037844386,0.5000000000000001,1010.0,20.5,0.0,1
18,28.0,0.3420201433256689,-0.9396926207859083,3.0,9999.0,-0.1361666490962464,-0.9906859460363308,0.8660254037844386,0.5000000000000001,1010.0,21.0,0.0,1
22,27.0,0.4226182617406995,-0.9063077870366499,3.0,9999.0,-0.39840108984624156,-0.9172113015054529,0.8660254037844386,0.5000000000000001,1011.0,21.0,0.0,1
27,27.0,0.3420201433256689,-0.9396926207859083,4.0,9999.0,-0.6310879443260528,-0.7757112907044198,0.8660254037844386,0.5000000000000001,1011.5,22.0,0.0,1
22,26.0,0.5735764363510464,-0.8191520442889916,2.0,9999.0,-0.816969893010442,-0.5766803221148672,0.8660254037844386,0.5000000000000001,1012.0,22.0,0.0,1
12,26.0,0.9025852843498605,0.43051109680829525,1.5,9999.0,-0.9422609221188204,-0.3348796121709864,0.8660254037844386,0.5000000000000001,1011.5,22.0,0.0,1
24,25.0,0.8660254037844387,-0.4999999999999998,2.0,9999.0,-0.9976687691905393,-0.06824241336467046,0.8660254037844386,0.5000000000000001,1012.0,22.0,0.0,1
19,26.0,0.819152044288992,-0.5735764363510458,2.0,9999.0,-0.979084087682323,0.2034560130526333,0.8660254037844386,0.5000000000000001,1012.0,22.0,0.0,1
18,25.0,0.90630778703665,-0.42261826174069933,2.0,9999.0,-0.8878852184023756,0.4600650377311516,0.8660254037844386,0.5000000000000001,1012.0,22.0,0.0,1
20,25.0,0.9961946980917455,-0.08715574274765824,2.0,9999.0,-0.730835964278124,0.6825531432186541,0.8660254037844386,0.5000000000000001,1012.0,22.0,0.0,1
19,25.0,0.9961946980917455,0.08715574274765814,2.0,9999.0,-0.5195839500354336,0.8544194045464886,0.8660254037844386,0.5000000000000001,1012.0,22.0,0.0,1
24,25.0,0.9659258262890683,0.25881904510252074,3.0,9999.0,-0.2697967711570252,0.962917287347799,0.8660254037844386,0.5000000000000001,1013.0,21.5,0.0,1
27,25.5,0.9063077870366499,0.42261826174069944,2.5,9999.0,-2.4492935982947064e-16,1.0,0.8660254037844386,0.5000000000000001,1013.0,21.5,0.0,1
20,27.0,0.636078220277764,0.77162458338772,1.5,9999.0,0.0,1.0,0.8660254037844387,-0.4999999999999998,1013.5,22.0,0.0,0
1,29.0,0.8616291604415257,0.5075383629607042,1.5,9999.0,0.2697967711570243,0.9629172873477994,0.8660254037844387,-0.4999999999999998,1014.0,22.5,0.0,0
1,29.5,0.8616291604415257,0.5075383629607042,1.5,9999.0,0.5195839500354336,0.8544194045464886,0.8660254037844387,-0.4999999999999998,1014.0,22.5,0.0,0
2,31.0,0.49999999999999994,-0.8660254037844387,2.5,9999.0,0.730835964278124,0.6825531432186541,0.8660254037844387,-0.4999999999999998,1014.0,22.5,0.0,0
4,31.5,0.7071067811865476,-0.7071067811865475,2.5,9999.0,0.8878852184023752,0.4600650377311522,0.8660254037844387,-0.4999999999999998,1013.0,22.5,0.0,0
5,32.5,0.7071067811865476,-0.7071067811865475,2.0,9999.0,0.9790840876823229,0.20345601305263375,0.8660254037844387,-0.4999999999999998,1012.5,22.5,0.0,0
5,33.0,0.258819045102521,-0.9659258262890682,3.0,9999.0,0.9976687691905392,-0.06824241336467088,0.8660254037844387,-0.4999999999999998,1011.5,22.0,0.0,0
2,32.0,0.90630778703665,-0.42261826174069933,3.0,9999.0,0.9422609221188205,-0.33487961217098616,0.8660254037844387,-0.4999999999999998,1010.5,22.0,0.0,1
9,31.0,0.8660254037844386,0.5000000000000001,3.5,9999.0,0.8169698930104421,-0.5766803221148671,0.8660254037844387,-0.4999999999999998,1010.0,22.5,0.0,1
15,31.0,0.766044443118978,0.6427876096865394,3.5,9999.0,0.631087944326053,-0.7757112907044197,0.8660254037844387,-0.4999999999999998,1009.5,23.0,0.0,1
20,29.333333333333332,0.3960797660391568,-0.918216106880274,4.0,8999.333333333334,0.3984010898462414,-0.917211301505453,0.8660254037844387,-0.4999999999999998,1010.0,23.333333333333332,0.0,1
23,27.0,-0.8660254037844385,-0.5000000000000004,2.5,9499.5,0.1361666490962471,-0.9906859460363306,0.8660254037844387,-0.4999999999999998,1010.0,25.0,0.0,1
18,27.5,-0.8660254037844385,-0.5000000000000004,1.0,9999.0,-0.1361666490962464,-0.9906859460363308,0.8660254037844387,-0.4999999999999998,1011.0,24.5,0.0,1
17,27.5,0.963630453208623,0.26723837607825696,1.5,9999.0,-0.39840108984624156,-0.9172113015054529,0.8660254037844387,-0.4999999999999998,1011.5,24.5,0.0,1
24,27.5,0.8616291604415257,0.5075383629607042,1.5,9999.0,-0.6310879443260528,-0.7757112907044198,0.8660254037844387,-0.4999999999999998,1012.0,23.5,0.0,1
26,27.5,0.49999999999999994,-0.8660254037844387,2.5,9999.0,-0.816969893010442,-0.5766803221148672,0.8660254037844387,-0.4999999999999998,1012.0,23.0,0.0,1
